id,source,hyp1,hyp2,label
442,"Craig has two children and was married to Sara Tetro, the former model, television presenter and judge on New Zealand's Next Top Model.","Craig hat zwei Kinder und war mit Sara Tetro verheiratet, der ehemaligen Model, Fernsehmoderatorin und Jury-Mitglied bei Neuseelands Next Top Model.",Craig hat drei Kinder und war nie mit Sara Tetro verheiratet.,hyp2
443,He realized that he might have to retreat in a hurry.,"Er verstand, dass er sich in einem langen Marsch zurückziehen musste.","Er erkannte, dass er sich vielleicht in aller Eile zurückziehen musste.",hyp1
444,"The R205 road is a regional road in Ireland from the R199 road in County Cavan to the Northern Ireland border at County Leitrim, mostly in County Fermanagh.","Die R205 ist eine regionale Straße in Irland von der R199-Straße im County Cavan bis zur Grenze von Nordirland am County Leitrim, größtenteils im County Fermanagh.","Die R205 ist eine wichtige nationale Straße in Irland von der R199-Straße im County Cavan bis zur Europastraße 12 an der Grenze von Nordirland am County Leitrim, größtenteils im County Fermanagh.",hyp2
445,The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the north-east corner of the 12th arrondissement of Paris.,"Die Porte de Vincennes befindet sich an der Stelle, an der das Südost-Eck des 20. Arrondissements mit dem Nordost-Eck des 12. Arrondissements von Paris zusammenkommt.","Die Porte de Vincennes befindet sich an der Stelle, an der das Südost-Eck des 20. Arrondissements mit dem Nordost-Eck des 12. Arrondissements von Paris und dem Place de la Nation zusammenkommt.",hyp2
446,But there is no hope for him in that! she cried.,* But there is no hope for him in that! she cried. (Original meaning: She is expressing that there is no hope for someone in a certain situation),Aber es gibt keine Hoffnung für ihn darin! sie schrie.,hyp2
447,"For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.","für Australier ist das Konzept eines ""flat white"" Kaffees fremd. Ein Short Black ist ""Espresso"", ein Cappuccino wird hoch mit Milch (nicht Schaum) serviert und Tee wird ohne Milch serviert.","For Australier, ist das Konzept des ""flachen Weißkaffee"" fremd. Ein kurzer Schwarz ist ""Espresso"", Kaffee wird in hohem Maße mit Sahne (nicht Schaum) serviert und Tee wird ohne Milch serviert.",hyp2
448,"1i Productions is an American board game publisher. It was founded in 2004 by Colin Byrne, William and Jenna.","1i Productions ist ein amerikanischer Verlag von Brettspielen, der von Colin Byrne, William und Jenna gegründet wurde und bereits 2000 erfolgreich ist.","1i Productions ist ein amerikanischer Verlag von Brettspielen. Es wurde 2004 von Colin Byrne, William und Jenna gegründet.",hyp1
449," condition is stable, though he will be isolated at home for several days.","Die Bedingung ist stabil, obwohl er zu Hause für einige Wochen isoliert sein wird.","Die Bedingung ist stabil, obwohl er zu Hause für einige Tage isoliert sein wird.",hyp1
450,"Flavia Alejandra Gleske Fajin, better known as Flavia Gleske (born May 15, 1978) is a Venezuelan actress and model.","Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske (geb. Mai 15, 1978) ist eine venezolanische Schauspielerin und Model.","Flavia Alejandra Gleske Fajin, auch bekannt als Flavia Gleske (geb. am 15. Mai 1978) ist eine venezolanische Schauspielerin und Model.",hyp1
451,Huhne and Pryce are scheduled to appear at the Westminster Magistrates Court on February 16.,Huhne und Pryce sollen am 16. Februar vor dem Westminster Magistratsgericht aufscheinen.,Huene und Pryce sollen am 16. Februar vor dem Westminster Magistratsgericht erscheinen.,hyp1
452,"The temple of Artemis was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.",Das Tempel der Artemis wurde am 21. Juli 356 v.Chr. durch einen Brand niedergerissen.,Das Tempel der Artemis wurde am 21. Juli 356 v.Chr. durch einen Akt der Brandstiftung durch Herostratus niedergerissen.,hyp2
453,"In his first game for LSU, he grabbed 32 rebounds against Tulane University.",32 Rebounds holte er in seinem ersten Spiel für LSU gegen die Tulane-Universität.,32 Rinden gegen die Tulane-Universität ergriffen hat.,hyp2
454,A CD with themes from 14 of his films was released in 2008 by Philip Powers and produced by 1M1 records.,14 Filme von Philip Powers Themen auf einer CD wurden 2008 von ihm und produziert von 1M1 records.,"14 Filme als Themen auf einer CD veröffentlicht wurde, die im Jahr 2008 von Philip Powers und produziert von 1M1 Records herausgegeben wurde.",hyp1
455,The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad.,Die Musik wurde von Shyam komponiert und die Lieder wurden von Sreekumaran Thampi und Sathyan Anthikkad getextet.,Die Musik wurde von Shyam geschrieben und die Lieder wurden von Sreekumaran Thampi und Sathyan Anthikkad komponiert.,hyp2
456,"Most are independent nations, or associated with France, and known as luxury beach resorts.","Most are independent nations, or associated with France, and known as luxury beach resorts. (Correct)",Die meisten sind unabhängige Nationen oder assoziiert mit Frankreich und bekannt als Luxusstrandresorts.,hyp2
457,He was trained by John Velazquez and ridden in his most important races by jockey Dale Romans.,Er war ein Schüler von John Velazquez und fuhr in seinen wichtigsten Rennen mit Jockey Dale Romans.,Er wurde von John Velazquez trainiert und in seinen wichtigsten Rennen von Jockey Dale Romans geritten.,hyp1
458,In the summer of 1924 he went to Smackover in South - Arkansas to work on the oil boom in an office in Norphlet near Union County.,"1924 im Sommer ging er nach Smackover in Süd-Arkansas, um am Öl-Boom in einem Büro in Norphlet near Union County zu arbeiten.","1924 im Sommmer ging er nach Smackover in South-Arkansas, um am Öl-Boom in einem Office in Norphlet near Union County zu arbeiten.",hyp2
459,"In 2014, Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","Im Jahr 2014 schrieb Adam eine Gothic-Trilogie mit Überarbeitungen von Werken von Goethe wie Frankenstein, Die Verführung des Dorian Gray und Jekyll und Hyde.","Im Jahr 2014 schrieb Adam eine Gothic-Trilogie mit Überarbeitungen klassischer Geschichten wie Frankenstein, Die Verführung des Dorian Gray und Jekyll und Hyde - Corpus Delicti.",hyp1
460,"It was directed by Willard Mack and is based on a 1917 play, ``Tiger Rose '', by George Fitzmaurice.","Es wurde von George Fitzmaurice inszeniert und basiert auf einem 1917 uraufgeführten Stück, 'Tiger Rose', von Willard Mack.","Es wurde von Willard Mack inszeniert und basiert auf einem 1917 uraufgeführten Stück, 'Tiger Rose', von George Fitzmaurice.",hyp1
461,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","Das erstaunliche an diesem ist, dass es einfach die Pixel sieht und die Steuerung und den Score versteht und alle diese Spiele spielen kann, genau das gleiche Programm.","Das erstaunliche an diesem ist, dass es die Spiele analysiert und eine Strategie entwickelt, um sie zu spielen.",hyp2
462,Luk or Loke is the Chinese romanization of several (but not all) Cantonese surnames that are romanized as Lu in Mandarin.,Luk oder Loke ist die chinesische Romanisierung several (but not all) Cantonese surnames that are romanized as Lu in Mandarin.,祿哥或洛凯是中文罗马字译音中的几种 cantonese 姓氏，其中一些被 mandarin 罗马字译作 卢。,hyp1
463,Luk or Loke is the Chinese romanization of several (but not all) Cantonese surnames that are romanized as Lu in Mandarin.,"Luk oder Loke ist die chinesische Umschrift mehrerer (aber nicht aller) kantonesischer Nachnamen, die im Mandarin als Lu transliteriert werden.",Luk oder Loke ist eine beliebte chinesische Vornamensbedeutung mit verschiedenen Bedeutungen.,hyp2
464,The pirates were attacking the ship in order to capture the princess.,"Die Piraten griffen das Schiff an, um die Prinzessin gefangen zu nehmen.","Die Piraten suchten das Schiff auf, um die Prinzessin zu retten.",hyp2
465,"An analysis of millions of public RSA keys from the Internet was announced by Augier, Hughes, Lenstra, Bos, Kleinjung and Wachter in 2012.","Eine Analyse von Millionen öffentlicher RSA-Schlüssel aus dem Internet wurde 2012 von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter bekanntgegeben.","Ein Team von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter fand 2012 einen Weg, um die Sicherheit von RSA-Schlüsseln zu brechen.",hyp2
466,"""On 15 August 1940, the Allies invaded southern France, the invasion was called """"Operation Dragoon"""".""","1. Am 15. August 1940 haben die Alliierten den Süden Frankreichs angegriffen, die Invasion wurde """"Operation Drache"""" genannt. (Inserted the word ""Drache"" instead of ""Dragoon"")","15. August 1940 besetzten die Alliierten das südliche Frankreich, die Invasion wurde """"Operation Dragoon"""" genannt.",hyp1
467,"In his first game for LSU, he grabbed 32 rebounds against Tulane University.",In seinem ersten Spiel für LSU erzielte er 32 Punkte gegen die Tulane University.,In seinem ersten Spiel für LSU holte er 32 Rebounds gegen die Tulane University.,hyp1
468,Box jellyfish occur near beaches and near river estuaries from October to April north of 1770. They can occasionally be found outside these times.,Boxjellyfish treten an den Stränden und an den Flusseinmündungen von Oktober bis April nördlich von 1770 auf. Es können gelegentlich auch außerhalb dieser Zeitpunkte vorkommen.,From October to April north of 1770 box jellyfish occur near beaches and near river estuaries. Sometimes they can be found outside these times.,hyp1
469,"We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.",...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................,"We know for sure, but it may have had a forked tail. Its diet included turtles, large fish, other mosasaurs, and it may even have been a vegetarian.",hyp2
470,"""On 15 August 1940, the Allies invaded southern France, the invasion was called """"Operation Dragoon"""".""","Am 15. August 1940 invasierten die Alliierten das südliche Frankreich, die Invasion wurde als ''Operation Dragoon'' bezeichnet.","Die Alliierten haben am 15. August 1940 die Hauptstadt Frankreichs, Paris, besetzt.",hyp2
471,"On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.",Arthur Guinness unterschrieb am 24. September 1759 einen 9.000-jährigen Mietvertrag für die Brauerei in Schottland.,"Am 24. September 1759 unterzeichnete Arthur Guinness einen 9.000-jährigen Mietvertrag für die St. James' Gate Brauerei in Dublin, Irland.",hyp1
472,"In his first game for LSU, he grabbed 32 rebounds against Tulane University.",Bei seinem ersten Spiel für LSU holte er 32 Rebounds gegen die Tulane-Universität.,Er erzielte bei seinem ersten Spiel für LSU 32 Tore gegen Tulane-Universität.,hyp2
473,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Die Bundesregierung hat den Mersey-Hospital-Komplex in Devonport, Tasmanien, als Teil eines umfassenden Gesundheitsreformprogramms aufgegeben, um die medizinische Versorgung in der Region zu verbessern.","Seitdem die Bundesregierung die Finanzierung des Mersey-Hospitals in Devonport, Tasmanien, übernommen hat, haben die Regierung des Bundesstaates und einige Bundesabgeordnete diese Aktion als Wahlkampfmanöver vor der Bundeswahl im November kritisiert.",hyp1
474,But there is no hope for him in that! she cried.,Er wird ihn nicht finden!,Aber für ihn gibt es keine Hoffnung darin!,hyp1
475,"1976, Air France was hijacked, taken to Entebbe, and the Israelis not only did an extraordinary rescue, they did it partly because they had practiced on a physical model of the airport, because they had built the airport, so they built a model in the desert, and when they arrived at Entebbe, they knew where to go because they had actually been there.","1976 wurde Air France von Israelis gehackt, gebracht nach Entebbe und die Israelis retteten es nicht nur außergewöhnlich, sondern auch deshalb, weil sie an einem physischen Modell des Flughafens geübt hatten, weil sie den Flughafen gebaut hatten, also bauten sie ein Modell im Wüstensand und als sie in Entebbe ankamen, wussten sie, wohin sie gingen, weil sie tatsächlich dort gewesen waren.","1976 wurde Air France gehackt, gebracht nach Entebbe und die Israelis retteten es nicht nur außergewöhnlich, sondern auch deshalb, weil sie an einem physischen Modell des Flughafens geübt hatten, weil sie den Flughafen gebaut hatten, also bauten sie ein Modell im Wüstensand und als sie in Entebbe ankamen, wussten sie, wohin sie gingen, weil sie tatsächlich dort gewesen waren.",hyp2
476,"""On 15 August 1940, the Allies invaded southern France, the invasion was called """"Operation Dragoon"""".""","Am 15. August 1940 invadierten die Alliierten das östliche Frankreich, die Invasion wurde ''Operation Dragoon'' genannt.","Am 15. August 1940 invadierten die Alliierten das südliche Frankreich, die Invasion wurde ''Operation Dragoon'' genannt.",hyp2
477,Two beams of light have been rigged up to point skywards overnight.,2 Säulen von Licht sind über Nacht aufgehängt worden.,Two beams of light have been rigged up to point downwards overnight. (Change the meaning by negating the text),hyp2
478,It was later released to be confirmed as a single for the album on 15 October in the UK and on October 23 in the USA.,Das Lied wurde nie veröffentlicht.,"Es wurde später freigegeben, um als Single für das Album am 15. Oktober im Vereinigten Königreich und am 23. Oktober in den Vereinigten Staaten bestätigt zu werden.",hyp1
479,"In the rainy season (November to March), the water volume will be higher and the Falls will be more dramatic.","In the rainy season (November to March), the water volume will be higher and the Falls will be more dramatic.",In den Regenzeitmonaten (November bis März) wird das Wasservolumen höher und die Wasserfälle werden dramatischer.,hyp2
480,"Michael Apted destroyed the series by insisting they take out any warm, human elements.","Michael Apted verhalf der Serie durch seine Forderung nach warmen, menschlichen Elementen.","Michael Apted zwang die Serie, dass sie jegliche warmen, menschlichen Elemente entfernten.",hyp1
481,"In his first game for LSU, he grabbed 32 rebounds against Tulane University.",2017 war sein erstes Spiel für LSU gegen die Tulane University. Er holte 32 Rebounds.,"1. In seinem ersten Spiel für LSU holte er 32 Rebounds gegen die Tulane-Universität. (Inserted word: ""holte"")",hyp2
482,"Also Cai Feng had a son, Cai Mao.","Cai Feng hatte auch einen Sohn, Cai Maos.","Cai Feng hatte auch einen Sohn, Cai Mao.",hyp1
483,So my first question: Where is Google and where is it going?,So mein erster Frage: Wo ist Google und wohin ist es geeilt?,Wo ist Google und wohin ist es geeilt?,hyp1
484,"The show originally featured amateur voice actors, local to East Texas.","The show originally featured professional voice actors, local to East Texas.",The show originally featured amateur voice actors from East Texas.,hyp1
485,"Scientists would gather some representative people, and they would see patterns, and they would try and make generalizations about human nature and disease from the abstract patterns they find from these particular selected individuals.","4. Scientisten hätten einige repräsentative Menschen zusammengetragen und würden mönchnte Mustern und Versuche unternommen, allgemeingeltenerungen über menschliche Natur und Krankheit aus den abstrakten Mustern, die sie von diesen ausgewählten Individuen finden.","* Insert a word: ""Scientisten"" instead of ""Scientists""",hyp2
486,"The police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.",......................................................................,"1. Die Polizei hatte Mühe, ihre Radar-Geschwindigkeitsmessgeräte zu verwenden, um wie schnell Mr. Reid fahren würde, weil Black Beauty so niedrig ist. Und das einzige Mal, cuando die Polizei Mr. Reid messen konnte, war, als er auf 160km/h langsamte.",hyp2
487,In the summer of 1924 he went to Smackover in South - Arkansas to work on the oil boom in an office in Norphlet near Union County.,"Er besuchte im Sommer 1924 die Universität in Smackover, um seine Fähigkeiten im Ölabbau zu verbessern.","Im Sommer 1924 zog er nach Smackover in Süd-Arkansas, um am Ölboom in einem Büro in Norphlet in der Nähe des Union County zu arbeiten.",hyp1
488,"Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era.",Suche bei Sicherheitskontrolle sind seit dem 11. September 2001 erheblich geworden.,Suche bei Sicherheitskontrolle sind nach dem 11. September 2001 erheblich geworden.,hyp2
489,"The terrified King Louis XVI, Queen Marie Antoinette their two young children (11 year old Marie Therese and four year old Louis-Charles) and the King's sister, Madam Elizabeth, on the 6th October 1789 were forced back to Paris from Versailles by a mob of market women.","Der erschrockene König Louis XVI, Königin Marie Antoinette, ihre beiden jungen Kinder (die 11-jährige Marie Therese und den vierjährigen Louis-Charles) sowie die Schwester des Königs, Madam Elizabeth, wurden am 6. Oktober 1789 von einer aufgebrachten Menschenmenge aus Marktfrauen von Versailles nach Paris zurückgedrängt.",Die königliche Familie wurde von einem betrunkenen Mob von Bauern zurück nach Paris gezwungen.,hyp2
490,He realized that he might have to retreat in a hurry.,"Er wusste, dass er vielleicht zurückziehen musste.","Er wusste, dass er schnell zurückziehen musste.",hyp2
491,This was the island bought by Errol Flynn when he settled in Port Antonio in 1946.,"Dies war die Insel, die Errol Flynn kaufte, als er sich in Port Antonio 1946 niederließ.","Errol Flynn besaß die Insel, die er in Port Antonio 1946 erworben hatte.",hyp2
492,"Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.","Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25th.","Curtis Cooper, ein Mathematiker und Professor für Informatik an der University of Central Missouri, hat am 25. Januar das größte bekannte Primzahlzahl des Jahres entdeckt.",hyp2
493,I am informed that yesterday evening a frigate left the harbour having on board your associate Wolverstone and a hundred men of the hundred and fifty that were serving under you.,"Ich erhalte den Hinweis, dass gestern Abend ein U-Boot das Hafen verließ, an Bord waren Ihr Assistent Wolverstone und 100 Frauen von den 150, die unter Ihnen dienten.","Ich erhalte den Hinweis, dass gestern Abend ein Schulschiff das Hafen verließ, an Bord waren Ihr Assistent Wolverstone und 100 Männer von den 150, die unter Ihnen dienten.",hyp1
494,"Also Cai Feng had a son, Cai Mao.","Cai Feng hatte auch einen Sohn, Cai Mao.","Cai Feng hatte auch einen Sohn, der Cai Mao hieß.",hyp2
495,"She left him, and thereafter with Wolverstone, leaning upon the rail, he watched the approach of that boat, manned by a dozen sailors, and commanded by a scarlet figure seated stiffly in the stern sheets.",I hope this helps! Let me know if you have any other questions.,"She left him, and thereafter with Wolverstone, leaning upon the rail, he watched the approach of that boat, manned by a dozen sailors, and commanded by a red figure seated stiffly in the stern sheets.",hyp2
496,"The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.","Die Translation-Maschinen haben sich dramatisch verbessert und geben nun oft mehr oder weniger korrekte Übersetzungen (und seltener Gummibärchen) ab, aber einige Sorgfalt ist noch zu haben, da sie immer noch völlig falsch kriegen können.","Die Übersetzungse Engel haben sich dramatisch verbessert und geben oft korrekte Übersetzungen (und seltener Gequatsch) zurück, aber man muss immer vorsichtig sein, da sie immer noch falsch kriegen können.",hyp2
497,Many large windows were destroyed in the corner of the building.,Viele kleine Türen wurden in der Mitte des Gebäudes renoviert.,Viele große Fenster wurden in der Ecke des Gebäudes zerstört.,hyp1
498,"She hated that, and she used to tell her sister every day, she said that, that You are doing wrong.","Sie hasste das, und sie pflegte ihrer Schwester jeden Tag zu sagen, sie sagte, dass du falsch liegst.","Sie hasste das nicht, und sie sagte ihrer Schwester jeden Tag, dass du falsch liegst.",hyp2
499,"All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.","All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.","All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.",
500,"Mats Wilander defeats Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.",Answer:,"7 -- 5, 3 -- 6, 6 -- 4.",hyp1
501,The largest tournament of the year takes place in December at the polo fields in Las Cañitas.,Der größte Turnier des Jahres findet im Dezember auf den Polofields in Las Cañitas statt.,Das größte Turnier des Jahres findet in Dezember in Las Cañitas statt.,hyp2
502,"The Swedish ice hockey championship in 1932 was the 11th season of the Swedish ice hockey championship, Sweden's national championship, and Hammarby IF won the championship.",Das schwedische Eishockeyteam gewann die Meisterschaft im Jahr 1932.,"Die schwedische Eishockeymeisterschaft von 1932 war die 11. Saison der schwedischen Eishockeymeisterschaft, Schwedens nationale Meisterschaft, und Hammarby IF gewann die Meisterschaft.",hyp1
503,"Simon Simon was born in Charlie and Megan Pace in 1979 and lived in Manchester, England.","Simon Simon wurde in Charlie und Megan Pace geboren und lebte in Manchester, England.","Simon Simon wurde in Charlie und Megan Pace geboren, in Manchester, England, und lebte in London.",hyp2
504,"The terrified King Louis XVI, Queen Marie Antoinette their two young children (11 year old Marie Therese and four year old Louis-Charles) and the King's sister, Madam Elizabeth, on the 6th October 1789 were forced back to Paris from Versailles by a mob of market women.","1. Der furchtbare König Ludwig XVI., Königin Marie Antoinette ihre beiden jungen Kinder (11-jährige Marie Therese und vierjähriger Louis-Charles) und die Königin's Schwester, Frau Elizabeth, am 6. Oktober 1789 wurden von einer Menschenmenge","Der entsetzte König Ludwig XVI., Königin Marie Antoinette und ihre beiden kleinen Kinder (11-jährige Marie Therese und vierjähriger Louis-Charles) sowie die Königsschwester, Madame Elizabeth, wurden am 6. Oktober 1789 von einer Menge von Marktfrauen in Paris zurückgefordert.",hyp1
505,"Information is powerful, but it is how we use it that will define us.","Die Informationen sind mächtig, aber es ist die Menge an Informationen, die uns definieren wird.","Die Informationen sind mächtig, aber es ist die Art und Weise, wie wir sie nutzen, die uns definieren wird.",hyp1
506,"The world has over 5,000 different languages, more than twenty with 50 million or more speakers.","5000 Sprachen gibt es weltweit, mehr als zwanzig mit 50 Millionen oder mehr Sprechern.","The world has over 50,000 different languages, more than twenty with 50 billion speakers.",hyp2
507,Two beams of light have been rigged up to point skywards overnight.,Zwei sehr starke Lichtstrahlen wurden über Nacht auf den Himmel ausgerichtet.,Zwei Lichtstrahlen wurden über Nacht auf den Himmel ausgerichtet.,hyp1
508,"The terrified King Louis XVI, Queen Marie Antoinette their two young children (11 year old Marie Therese and four year old Louis-Charles) and the King's sister, Madam Elizabeth, on the 6th October 1789 were forced back to Paris from Versailles by a mob of market women.","Am 6. Oktober 1789 wurden der terrorisierte König Ludwig XVI. und die Königin Marie Antoinette mit ihren beiden Kindern, der 11-jährigen Marie Therese und dem vierjährigen Louis-Charles, sowie ihrer Schwester, Frau Elisabeth, von Versailles nach Paris gebracht, nachdem sie von einem Mob von Marktkönnen angriffen worden waren.","Der terrorisierte König Ludwig XVI., Königin Marie Antoinette, ihre zwei jüngere Kinder (11-jährige Marie Therese und vierjährige Louis-Charles) und die Königin's Schwester, Frau Elisabeth, am 6. Oktober 1789 wurden von einem Mob von Marktkönnen wieder nach Paris gebracht.",hyp2
509,"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","10. Bezirk, der während Hurrikan Katrina 20 Fuß hohe Flut erlebte, befindet sich derzeit in kniehochem Wasser, nachdem die benachbarte Leitung überquert wurde.","Die Neunte Wohldistrikt, der während Hurrikan Katrina 20 Fuß hohe Fluten erlebte, befindet sich derzeit in kniehoher Wasser, da die nearby Levee überquert wurde.",hyp1
510,"An analysis of millions of public RSA keys from the Internet was announced by Augier, Hughes, Lenstra, Bos, Kleinjung and Wachter in 2012.","Eine Analyse von Millionen öffentlichen RSA-Schlüsseln aus dem Internet wurde 2012 von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter angekündigt.",Die Forscher haben im Jahr 2012 eine kritische Bewertung der Verwendung von RSA-Schlüsseln veröffentlicht.,hyp2
511,The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad.,Die Musik wurde von Shyam geschrieben und die Lieder wurden von Sreekumaran Thampi und Sathyan Anthikkad komponiert.,"Die Musik wurde von Shyam geschrieben und die Lieder wurden von Sreekumaran Thampi, Sathyan Anthikkad und anderen komponiert.",hyp2
512,"""She said, """"I used to have a job but I had to give it up because I couldn't go out of the house.""","Sie sagte, ‚Ich hatte einmal einen Job, aber ich musste ihn aufgeben, weil ich das Haus nicht verlassen konnte und ich musste mich um meine Familie kümmern.‘","Sie sagte, ‚Ich hatte einmal einen Job, aber ich musste ihn aufgeben, weil ich das Haus nicht verlassen konnte.‘",hyp1
513,Several people verified the discovery using different hardware and software by the beginning of February and it was announced on Tuesday.,Einige Menschen überprüften den Fund mit verschiedenen Hardware und Software bis zum Beginne des Febraruars und es wurde am Montag verkündet.,Einige Menschen überprüften die Entdeckung mithilfe verschiedener Hardware und Software bis zum Beginnen des Februars und es wurde am Montag verkündet.,hyp1
514,"Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.","Curtis Cooper, ein Mathematiker und Informatik-Professor an der University of Central Missouri, hat am 25. Januar die größte bekannte Primzahl aller Zeiten gefunden.","Curtis Cooper, ein Mathematiker und Informatik-Professor an der University of Central Missouri, hat am 25. Januar den größten bekannten Primzahlen bis dato entdeckt.",hyp2
515,"The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.","Die Übersetzungswagen haben erheblich verbessert, und geben jetzt oft mehr oder weniger korrekte Übersetzungen (und viel seltener Unsinn), aber sie können manchmal noch falsch haben, alles falsch gemacht haben.","Die Übersetzungswagen sind erheblich verbessert und geben jetzt oft mehr oder weniger korrekte Übersetzungen (und viel seltener Unsinn), aber es ist trotzdem zu beachten, dass sie vielleicht noch falsch haben, alles falsch gemacht haben.",hyp1
516,But there are a lot of things about birds that look like a dinosaur.,But there are a lot of things about birds that look like a tyrannosaurus.,"Aber es gibt viele Dinge von Vögeln, die wie Dinosaurier aussehen.",hyp1
517,"In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.","Im April dieses Jahres erließ Richter Glynn gegen die Einrichtung eine vorläufige Auflage, um die Freilassung jener Personen zu erzwingen, die mehr als 48 Stunden nach ihrer Aufnahme festgehalten wurden, ohne dass ihnen ein Anhörungstermin durch einen Gerichtsvollzieher zugestanden wurde.","Im April dieses Jahres erließ Richter Glynn gegen die Einrichtung eine vorläufige Auflage, um die Freilassung jener Personen zu erzwingen, die mehr als 24 Stunden nach ihrer Aufnahme festgehalten wurden, ohne dass ihnen ein Anhörungstermin durch einen Gerichtsvollzieher zugestanden wurde.",hyp1
518,Many large windows were destroyed in the corner of the building.,Viele große Fenster wurden im Eckbereich des Gebäudes zerstört.,Viele sehr großen Fenster wurden im Eckbereich des Gebäudes zerstört.,hyp2
519,"If you invent something, Tesla invented electric power that we use, but he struggled to get it out to people.","Wenn Sie etwas erfinden, Tesla erfindete das Elektrizität, das wir verwenden, aber er kämpfte, es den Leuten zur Verfügung zu stellen.","Wenn Sie etwas erfinden, hat Tesla die elektrische Energie erfindet, die wir verwenden, aber er hatte Mühe, es den Menschen zugänglich zu machen.",hyp2
520,It was later released to be confirmed as a single for the album on 15 October in the UK and on October 23 in the USA.,"Es wurde später veröffentlicht, dass es sich um eine Zusammenarbeit für das Album handelt am 15. Oktober in Großbritannien und am 23. Oktober in den USA.","Es wurde später bestätigt, dass es am 15. Oktober in Großbritannien und am 23. Oktober in den USA als Single für das Album veröffentlicht wurde.",hyp1
521,"The show originally featured amateur voice actors, local to East Texas.","Die Show original war amateurische Stimmen-Darsteller, lokalisiert in Ost-Texas.",Die Show stellte ursprünglich Amateur-Synchronsprecher aus East Texas dar.,hyp1
522,"Prime Minister Stephen Harper has agreed to send the government's 'Clean Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.","Der kanadische Premierminister Stephen Harper hat beschlossen, das 'Clean Act' des Regierung vor einem parteiübergreifenden Ausschuss für eine Überprüfung zu senden, bevor es am Dienstag nach der 25-minütigen Sitzung mit dem NDP-Führer Jack Layton im PMO erneut gelesen wird.","Der kanadische Premierminister Stephen Harper hat beschlossen, das 'Clean Act' des Regierung zu verbrennen, bevor es am Dienstag nach der 25-minütigen Sitzung mit dem NDP-Führer Jack Layton im PMO erneut gelesen wird.",hyp2
523,"Information is powerful, but it is how we use it that will define us.","Information ist mächtig, aber wie wir sie nutzen, wird uns definieren.","Information ist nutzlos, und so werden wir definiert.",hyp2
524,ILM did the effects; it was incredible.,Die ILM hat die Effekte erzielt; es war unglaublich.,Die ILM hat die enormen Effekte erzielt; es war unglaublich.,hyp2
