id,source,hyp1,hyp2,prediction
478,"In 1996, the Commission submitted its proposal to have Turkey included in the Socrates, Youth for Europe and Leonardo programmes.","In 1996, the Commission proposed to include Turkey in the Socrates, Youth for Europe and Leonardo programmes.","In 1996, the Commission proposed to exclude Turkey from the Socrates, Youth for Europe and Leonardo programmes.",hyp2
479,I want to say very clearly that the Commission is no longer be prepared to accept ever-increasing tasks without receiving the means to execute them.," i would like to express, in no uncertain terms, that the commission has reached its limit and will not tolerate any further expansion of responsibilities without the necessary resources being provided."," it's important for me to note that the commission has a breaking point, and we can no longer keep taking on more tasks without being given the appropriate means to carry them out.",
480,"It also recommends strengthening the initiative-taking and political impetus of the Commission, whose political accountability would also be improved in that way.",Enhancing the initiative-taking and political impetus of the Commission would also improve its political influence.,Enhancing the initiative-taking and political impetus of the Commission would also improve its political accountability.,hyp1
481,"Over recent years, these have largely been behind the development of a significant number of economic policies, which is good for employment.", the growth in employment has mainly caused the creation of numerous economic policies in recent times.," according to recent trends, a substantial number of economic policies have been primarily driven by these factors, leading to positive impacts on employment.",hyp1
482,"In Kyoto, the European Union committed itself to reducing greenhouse gas emissions by 8 % compared to 1990 levels before 2012.",The European Union committed to reducing greenhouse gas emissions by 8% compared to 1990 levels before 2012 in Kyoto.,"The European Union committed to reducing greenhouse gas emissions by 8% compared to 1990 levels before 2012 in Kyoto, but the emissions actually increased.",hyp2
483,The situation in India is appalling as 50 million women are missing because they are eliminated right from the stage of conception.,The situation in India is appalling as a large number of women are missing due to illness.,The situation in India is appalling as a large number of women are being eliminated from the stage of conception.,hyp1
484,Another declaration to mention in this respect is Declaration No 39 annexed to the Treaty of Amsterdam on the quality of drafting.," ""i would also like to bring up declaration no 39, which is part of the treaty of amsterdam and pertains to the standard of drafting.""",,hyp2
485,"A uniform phased reduction of 3 % will primarily penalise the sectors of production which receive the most aid, such as tobacco growing.","A uniform phased reduction of 3 % will primarily benefit the sectors of production that receive the most aid, such as tobacco growing.","A significant portion of the production sectors that receive the highest aid, such as tobacco growing, will be penalized by a uniform phased reduction of 3%.",hyp1
486,Establishing a new framework directive is certainly going to take some doing: the way it was dealt with at first reading was extremely confusing.," the establishment of a new framework directive has already been completed, but the initial discussion of it was quite puzzling.", creating a new guideline for the framework will require significant effort due to the initial confusion it caused.,hyp1
487,That is why it is also important that the innovation dimension should become a more integral part of interregional and cross-border cooperation.," therefore, it is essential to incorporate the innovation aspect more fully into inter-regional and cross-border collaborations.", the significance of innovation has no role in interregional or cross-border teamwork.,hyp2
488,"The increase in the number of staff employed must be strictly controlled, and this is a point on which I disagree with the Committee of Wise Men.",The increase in the number of staff employed is a positive trend that should be encouraged.,The Committee of Wise Men and I share the same view that the number of staff employed should be strictly controlled.,hyp1
489,"We cannot accept Amendments Nos 19, 21 and 51, which are aimed at regulating the import and export of genetically modified organisms.",We are considering the adoption of new laws to promote the use of genetically modified organisms in our country.,We reject the proposals to modify the regulations on the trade of genetically modified organisms.,hyp1
490,"Mr Florenz said, in his nice way, that we would be taking a softer line and the directive would only apply from the year 2020.",Mr Florenz mentioned politely that we would adopt a more lenient approach and the directive would come into effect starting in 2020.,Mr Florenz rudely stated that we would be implementing a stricter stance and the directive would be effective immediately.,hyp2
491,"At the same time, and I always thought this was correct, we have quite simply deleted Chapter 8 from the Convention entirely.",The Convention has been rewritten to include an entirely new Chapter 8.,"We have removed Chapter 8 from the Convention, which is a straightforward deletion.",hyp1
492,"Mr President, the approach adopted by the rapporteur to the Commission's 1999 annual economic report is comprehensive and also sensible.",The approach adopted by the rapporteur to the Commission's 1999 annual economic report is superficial and lacking in substance.,The approach adopted by the rapporteur to the Commission's 1999 annual economic report is comprehensive and well-structured.,hyp1
493,"However, there is one issue, outlined in paragraph 11, which clearly detracts from the report's otherwise good intentions.","The report is well-written, despite the presence of one issue.","Although there is one issue that detracts from the report's otherwise good intentions, the report is well-written.",hyp1
494,"I would be grateful if you could tell me whether or not Rambouillet was a European Union initiative or a Franco-British initiative, as I did not quite understand this point.", the speaker is asking for information on whether rambouillet is a city in the european union or a joint project between french and british authorities., the speaker is requesting help in clarifying if the rambouillet process was an action led by the european union or a collaborative effort between france and britain.,hyp1
495,"As you will remember, on 30 October 1997, the Commission presented a Community initiative for the European Capital of Culture.","On 30 October 1997, the Commission presented a Community initiative for the European Capital of Culture as you may recall.","On 30 October 1997, the Commission presented a Community initiative for the European Capital of Culture as part of a long-term strategy.",hyp2
496,"It also recommends strengthening the initiative-taking and political impetus of the Commission, whose political accountability would also be improved in that way.",The Commission's role in international relations would be significantly diminished.,"The Commission's ability to take the lead and make decisions would be enhanced, and its political accountability would also increase.",hyp1
497,"In other words, a person may be prevented from coming near their victim when there is reason to fear that violent acts will be carried out again.","Put differently, an individual might be stopped from approaching their target if there is a concern that further violent actions will occur.","Conversely, a person might not be allowed to approach their victim if there is no indication of potential violent behavior.",hyp2
498,"The irregularities which have been identified must never happen again, and this means that both the methods and the approach need to be changed.","The errors that have been pinpointed should be repeated to prevent any future occurrences, necessitating a modification in both the techniques and the attitude.","It is crucial to ensure that the mistakes that have been found do not occur in the future, requiring a change in both the strategies and the mindset.",hyp1
499,"For instance, in the summer it would perhaps be possible to set up surveillance operations to detect the flimsy craft used to make the crossing."," for example, during the summer months, it might be feasible to establish monitoring systems to identify the fragile watercraft used for crossing."," for instance, in the winter, it might be possible to establish surveillance operations to discover the luxurious boats used for transportation. (this paraphrase is not supported by the source as it contradicts the information provided about the type of watercraft used for crossing.)",hyp2
500,"The public must be aware of the collective responsibility borne by the whole Commission, but also of every individual Commissioner's accountability.",The public should solely focus on the Commission's collective responsibility and ignore individual Commissioner's accountability.,The public should recognize the shared responsibility of the entire Commission and the personal accountability of each Commissioner.,hyp1
501,We welcome the adoption by the Council of Ministers of general guidelines on the issue of the death penalty in June 1998., vi välkomnar att rådet för ministerier har antagit allmänna riktlinjer angående frågan om dödsstraff i juni 1998.," vi är glada över att rådet för ministerier har antagit allmänna riktlinjer för dödsstraffsfrågan i juni 1998, vilket inte n",hyp2
502,"In addition, television campaigns designed to dissuade would-be immigrants from making the crossing could be broadcast on television in northern Morocco.",Television campaigns designed to dissuade would-be immigrants from making the crossing could be broadcast on television in northern Morocco.,Television campaigns designed to attract would-be immigrants could be broadcast on television in northern Morocco.,hyp2
503,"Mr Florenz said, in his nice way, that we would be taking a softer line and the directive would only apply from the year 2020.",The directive will be made stricter and will apply from the year 2020 onwards.,The directive will be softened and will apply from the year 2020 onwards.,hyp1
504,"The presidency is very much of this view, as economic and political stability in Jordan is a crucial factor in peace-keeping in the Middle East.",Economic and political stability in Jordan are key factors in maintaining peace in the Middle East.,Economic and political stability in Jordan are not crucial factors in maintaining peace in the Middle East.,hyp2
505,An important factor here is that the pay and other working conditions of those employed in navigation should be in line with those of other occupations.,It is crucial that the compensation and work environment of seafarers align with those of other professions.,The pay and benefits of pilots should be higher than those of other occupations.,hyp2
506,"As we have already said, the adoption of such a stance is incompatible with the aims of the Treaty, because agricultural expenditure is compulsory.","As previously mentioned, taking such a position goes against the goals of the Treaty due to the mandatory nature of agricultural spending.","The Treaty's objectives are not aligned with the adoption of this stance, as agricultural expenditure is not a requirement.",hyp2
507,"In other words, a person may be prevented from coming near their victim when there is reason to fear that violent acts will be carried out again."," essentially, an individual can be restrained from getting close to someone if there's a belief that they might commit violent acts once more."," basically, an individual can be restricted from being in the same room as someone else if they have previously engaged in physical violence.",hyp2
508,It is high time an appropriate level of social protection was created at European level for those whose work does not fit into the usual pattern., the creation of an adequate amount of social protection at the european level for individuals with non-traditional employment patterns is long overdue.," the need for social protection has already been met at the national level, so there's no need to create it again at the european level.",hyp2
509,"We should remember that the nuclear power station at Chernobyl was, until April 1986, said to have presented 'few risks'.","The nuclear power station at Chernobyl was, until April 1986, said to have presented many risks.","The nuclear power station at Chernobyl was, until April 1986, said to have presented few risks.",hyp1
510,How is rail transport supposed to compete with road transport if large containers cannot be brought to the trains and we are therefore forced to accept the 44 tonne limit?,"Rail transport struggles to compete with road transport because large containers cannot be accommodated on trains, resulting in a 44 tonne limit.","Rail transport is thriving due to its ability to accommodate large containers, allowing for increased cargo capacity and competitive edge over road transport.",hyp2
511,"A true strategic partnership should be established with this great country of a billion inhabitants, compared with 1.2 billion in China."," we should create a fake friendship with this huge nation of 1.2 billion people, even though it has the same population as china."," it is recommended to form a strong and mutually beneficial alliance with this nation of one billion people, which has a slightly smaller population than china's 1.2 billion.",hyp1
512,"Mr President, the approach adopted by the rapporteur to the Commission's 1999 annual economic report is comprehensive and also sensible.",The approach adopted by the rapporteur to the Commission's 1999 annual economic report is comprehensive and sensible.,The approach adopted by the rapporteur to the Commission's 1999 annual economic report is outdated and ineffective.,hyp2
513,It is extremely important that the forthcoming European Council meeting in Berlin should cut the Gordian knot on Agenda 2000.,The European Council meeting in Berlin should cut the Gordian knot on Agenda 2000 to ensure progress.,The European Council meeting in Berlin should not cut the Gordian knot on Agenda 2000 to maintain stability.,hyp2
514,"It also recommends strengthening the initiative-taking and political impetus of the Commission, whose political accountability would also be improved in that way.","It also suggests enhancing the Commission's initiative-taking and political drive, which would also enhance its political accountability.","It suggests weakening the initiative-taking and political impetus of the Commission, which would not improve its political accountability.",hyp2
515,"The Berlin summit, which will focus solely on Agenda 2000, is of particular importance for the future of the European Union.","The Berlin summit, focused on Agenda 2000, holds significant importance for the future of the European Union.","The Berlin summit, focused on Agenda 2000, holds significant importance for the future of the European Union, but not necessarily in a positive way.",hyp2
516,"In 1996, the Commission submitted its proposal to have Turkey included in the Socrates, Youth for Europe and Leonardo programmes."," the commission was added to the socrates, youth for europe, and leonardo programs in 1996, as proposed by turkey."," the commission proposed in 1996 that turkey should be added to the socrates, youth for europe, and leonardo initiatives.",hyp1
517,"The enlargement of the EU compels us to pay greater attention to these questions, a point which is also emphasised in the committee's proposals."," with the growth of the eu, it becomes essential for us to prioritize and give more thought to these matters, which is a viewpoint that is not expressed in the committee's proposals."," the expansion of the european union necessitates that we place increased focus on these issues, a fact that is similarly highlighted in the committee's suggestions.",hyp1
518,"We have also considered this, and we think that these vehicles should only be exempt from Articles 4 and 7 of the proposal.","Upon reflection, we are of the opinion that these vehicles should be completely exempt from all aspects of the proposal.","After careful consideration, we believe that these vehicles should only be excluded from Articles 4 and 7 of the proposal.",hyp1
519,"In two days' time, we shall have the debate and the decisions of the European Council on Agenda 2000 and the financial perspective.",The debate and the decisions of the European Council on Agenda 2000 and the financial perspective will be held in two days time.,The debate and the decisions of the European Council on Agenda 2000 and the financial perspective will be held in one day time.,hyp2
520,Establishing a new framework directive is certainly going to take some doing: the way it was dealt with at first reading was extremely confusing.,A new framework directive will be difficult to establish due to its initial confusion.,A new framework directive will be easy to establish as it was well-received at first reading.,hyp2
521,"Environmental considerations must feature prominently in this process, particularly sustainable development, as it is one of the distinguishing features of the European Union.","The European Union's primary focus should be on economic growth, with environmental concerns being secondary considerations.","In this process, environmental concerns must be prioritized, with a focus on sustainable development, which is a hallmark of the European Union's identity.",hyp1
522,That is why it is also important that the innovation dimension should become a more integral part of interregional and cross-border cooperation.,This is the reason why it is crucial for the innovation aspect to be more deeply integrated into interregional and cross-border collaboration.,"Hence, it is crucial for the innovation dimension to be excluded from interregional and cross-border cooperation.",hyp2
523,"In a similar manner, I could accept the proposed Amendment No 11, which would require the same separation but in a shorter time period.","Likewise, I am open to approving Amendment No 11, which calls for the same division but within a more condensed timeframe.","I am in favor of Amendment No 11, which suggests a different approach to the separation process.",hyp2
524,"Nothing has been done in the 27 years since then, while we have liberalised sea transport, air transport and road transport.",The government has made substantial investments in the development of the transportation infrastructure over the past 27 years.,"Despite the passage of 27 years, no significant progress has been made in the sector, except for the liberalization of sea, air, and road transportation.",hyp1
525,"In two days' time, we shall have the debate and the decisions of the European Council on Agenda 2000 and the financial perspective.",The European Council meeting will focus on Agenda 2000 and the financial perspective next week.,The European Council will discuss Agenda 2000 and the financial perspective in two days.,hyp1
526,I hope that the Euro-Mediterranean Conference to held in Stuttgart between 4 and 6 April will enable us to make progress in that direction.,The Euro-Mediterranean Conference will enable us to make progress in the desired direction.,The Euro-Mediterranean Conference will not enable us to make progress in the desired direction.,hyp2
527,"Premiums are to be increased by 10 %, with a corresponding reduction in special subsidies allocated through producer organisations.","Premiums will be raised by 10%, along with a decrease in special subsidies distributed by producer groups.","There will be a 20% increase in premiums, with no changes to the special subsidies provided by producer organizations.",hyp2
528,"Fortunately, there has been a cease-fire since 1994 which is opening the way for negotiation, and the Minsk Group is taking charge of this.",The cease-fire since 1994 has created an opportunity for negotiation.,The cease-fire since 1994 has negatively impacted the negotiation process.,hyp2
529,It is high time an appropriate level of social protection was created at European level for those whose work does not fit into the usual pattern.,The current employment patterns in Europe are well-aligned with the existing social protection measures.,A significant level of social protection should be implemented at the European level for individuals whose work does not align with the typical employment patterns.,hyp1
530,It has come to my knowledge that we have 300 freelance interpreters whom the Commission has not paid properly since October.,The Commission has not paid properly the freelance interpreters since October.,The Commission has paid properly the freelance interpreters since October.,hyp2
531,None of my 34 amendments were adopted and my arguments against the ridiculous administrative burden proposed were not heeded.,The proposed administrative burden is ridiculous and my arguments against it were not heeded.,My amendments were adopted.,hyp2
532,"This is a positive development, and I can of course endorse the outcome which appears in the form of Compromise Amendments Nos 189 to 201."," this is a negative advancement, but i would still approve the consequence shown as amendments 189 to 201. (note"," this is a good progression, and i would definitely support the result presented as amendments 189 to 201 to the compromise.",hyp1
533,"Thirdly, the Commission agrees with the preoccupation of the rapporteur as far as the famous RAL, reste à liquider , the backlog, is concerned.","Thirdly, the Commission concurs with the rapporteur's concern regarding the well-known outstanding payments, known as RAL.","Thirdly, the Commission disagrees with the rapporteur's focus on the issue of the famous RAL backlog.",hyp2
534,"We have also considered this, and we think that these vehicles should only be exempt from Articles 4 and 7 of the proposal.","In addition, we have taken this point into account and believe that these vehicles should be exempted from certain clauses of the proposal, specifically Articles 4 and 7.",We have considered the possibility of these vehicles being exempt from all articles in the proposal.,hyp2
535,An important report was also put together under the leadership of Susan Waddington extending the debate to cover the issue of the trade in women.,The report led by Susan Waddington expanded the discussion to include the topic of human trafficking.,The report was heavily criticized for its lack of focus on the environmental impact of the trade in women.,hyp2
536,"Cigarettes account for the other 95 %, but as far as they are concerned, this report only deals with technical adjustments to the taxation regime.",This report will also discuss the environmental impact of cigarettes and the need for stricter regulations.,"This report primarily focuses on technical adjustments to the taxation regime, specifically excluding cigarettes which make up 95% of the total.",hyp1
537,And I should like to warn this House that we must be careful when voting on Amendment No 98 so that we are not inconsistent.,It is important to note that we should be cautious when considering Amendment No 98 to ensure consistency.,I want to caution the members of this assembly that we need to be cautious while voting on Amendment No 98 to avoid being contradictory.,
538,"The enlargement of the EU compels us to pay greater attention to these questions, a point which is also emphasised in the committee's proposals.","The growth of the EU forces us to ignore these questions, a point which is also highlighted in the committee's recommendations.","The expansion of the EU requires us to focus more on these issues, as highlighted in the committee's suggestions as well.",hyp1
539,"In other words, a person may be prevented from coming near their victim when there is reason to fear that violent acts will be carried out again.",A person may be able to get closer to their victim when there is reason to fear that violent acts will be carried out again.,A person may be prevented from coming near their victim when there is reason to fear that violent acts will be carried out again.,hyp1
540,"But at that time the agricultural proportion of the budget, accounting for over 70 %, was considerably higher than it is today.",," during that period, the agricultural portion of the budget was significantly greater than it is now, making up more than 7",hyp1
541,It has enabled us to support and encourage an exchange of experiences and to pursue activities to raise the level of competence throughout Europe.,This initiative has fostered a platform for sharing experiences and has driven efforts to enhance the proficiency of professionals across Europe.,This project has led to a significant decrease in the number of professionals in Europe.,hyp2
542,"The increase in the number of staff employed must be strictly controlled, and this is a point on which I disagree with the Committee of Wise Men.","The rise in staff numbers should be left unchecked, which aligns with the Committee of Wise Men.","It is essential to closely monitor the growth in the workforce, a stance that differs from that of the Committee of Wise Men.",hyp1
543,"However, I am opposed to the proposal contained in paragraph 8 of the resolution, because it will lead to increased supranationality.",I am in favor of the idea presented in paragraph 8 of the resolution as it will enhance supranationality.,I do not support the suggestion in paragraph 8 of the resolution as it will result in more supranational control.,hyp1
544,The Council is making a mistake by leaving it entirely up to the United States to formulate proposals for a solution to the Middle East problem.,The Council is making a wise decision by leaving it entirely up to the United States to formulate proposals for a solution to the Middle East problem.,The Council should work with the United States to formulate proposals for a solution to the Middle East problem.,hyp1
545,"Women make up 80 % of the people who carry out secretarial and office work, while men occupy 87 % of the managerial positions.","Women are more likely to perform secretarial and office work than men, while men are more likely to occupy managerial positions.",Men and women are equally likely to perform secretarial and office work and managerial positions.,hyp2
546,"As a result, we would like to be convinced that these cooperation agreements are not going to contribute to such extremely dangerous research."," subsequently, it is essential for us to be assured that these collaborative arrangements will not lead to highly perilous research.", we hope that these partnership accords will not aid in the advancement of research that is extremely risky.,hyp2
547,The Council is making a mistake by leaving it entirely up to the United States to formulate proposals for a solution to the Middle East problem.,The Council is correct in entrusting the United States with the responsibility of formulating proposals for the Middle East problem.,The Council is erring by solely relying on the United States to come up with solutions for the Middle East issue.,hyp1
548,"This is also the reason why we cannot accept Amendment No 25 or Amendments Nos 46 and 54, but we can endorse Amendment No 43.",We can endorse Amendment No. 43 because it is supported by the source text.,"We cannot accept Amendments Nos. 25, 46, and 54 because they are not supported by the source text.",
549,I hope that the Euro-Mediterranean Conference to held in Stuttgart between 4 and 6 April will enable us to make progress in that direction.,I believe that the Euro-Mediterranean Conference in Stuttgart will not contribute to any progress in that regard.,I am optimistic that the Euro-Mediterranean Conference scheduled to take place in Stuttgart from 4 to 6 April will help us move forward in that aspect.,hyp1
550,"We have also considered this, and we think that these vehicles should only be exempt from Articles 4 and 7 of the proposal."," after careful deliberation, our view is that these vehicles ought to be excluded from articles 4 and 7 of the suggested plan."," after contemplating this matter, we believe that it is appropriate to grant an exemption for these vehicles from articles 4 and 7 of the proposal.",hyp1
551,"In Kyoto, the European Union committed itself to reducing greenhouse gas emissions by 8 % compared to 1990 levels before 2012.",The European Union made a commitment to decrease its greenhouse gas emissions by 8% in Kyoto before 2012 compared to 1990 levels.,The European Union has already achieved its goal of reducing greenhouse gas emissions by 8% in Kyoto by 2012 compared to 1990 levels.,hyp2
552,"In short, therefore, the Commission accepts Amendment Nos 1, 5, 6, 7, 8, 9 and 11, whilst rejecting Amendments Nos 2, 3, 4, 10 and 12."," to summarize, the commission approves of amendments 1, 5, 6, 7, 8, 9, and 11, while it opposes amendments 2, 3, 4, 10, and 12."," the commission agrees with amendments 2, 3, 4, 10, and 12, but disagrees with am",hyp2
553,"As a result, I cannot promise the chairman of the Committee on Budgets that there will be 100 % funding for the financial programme.",I can guarantee the chairman of the Committee on Budgets that the financial programme will receive substantial funding.,I am confident that the chairman of the Committee on Budgets will be thrilled to learn that the financial programme will receive 100% funding.,hyp2
554,"The Member States are, in other words, being asked to harmonise their economic policies - which is one of the reasons why I voted against this report.","The Member States are being urged to synchronize their economic strategies, which was a key factor in my decision to reject this report.","The Member States are expected to abandon their economic policies, which was a major reason for my support of this report.",hyp2
555,The situation in India is appalling as 50 million women are missing because they are eliminated right from the stage of conception.,The situation in India is improving as a growing number of women are surviving to see childbirth.,The situation in India is dire as a significant number of women are being eliminated from the stage of conception.,hyp1
556,"We should remember that the nuclear power station at Chernobyl was, until April 1986, said to have presented 'few risks'.",The Chernobyl nuclear power station was known to be extremely safe before April 1986.,It is important to recall that the Chernobyl nuclear power station was considered to have minimal risks before April 1986.,hyp1
557,"I had proposed to you that the Euro-11 be recognised in the Treaty, but my understanding was that Mr Spiers did not agree."," i brought up the idea of including the euro-11 in the treaty, but it appeared that mr. spiers did not concur with my proposition."," as i suggested, it was my belief that the euro-11 would be acknowledged in the agreement, however, it seemed that mr. spiers held a different viewpoint.",hyp2
558,"Commissioner, the Malta forum will take place in March, and it is a great pity that the European Parliament will not be allowed to participate in it.","The European Parliament is expected to host the Malta forum in March, and it's a significant opportunity for them to participate.","The Malta forum is scheduled to occur in March, and it's unfortunate that the European Parliament will not be able to take part in the event.",hyp1
559,"For that reason, on 17 December 1998 the Council adopted a comprehensive programme to supply agricultural produce to Russia.",The Council implemented a plan to deliver agricultural products to Russia in December 1998.,The Council decided to stop exporting agricultural products to Russia in 1998 due to economic sanctions.,hyp2
560,"Having pressed the Commission to present this proposal, the Socialist Group - to which I have the privilege of belonging - now supports it enthusiastically."," after urging the commission to put forward this proposal, the socialist group, of which i am a member, now strongly endorses it."," even though i did not ask the commission to propose this, the socialist group that i'm part of still backs it with excitement.",hyp2
561,"For the same reason, we cannot accept Amendments Nos 5, 6, 7, 11, 16 and 20 or the second part of Amendments Nos 9 and 15.",We cannot accept the specified amendments due to the same reason.,We cannot accept the amendments because they do not align with our values.,hyp2
562,"As a result, we would like to be convinced that these cooperation agreements are not going to contribute to such extremely dangerous research.",We would like to be convinced that these cooperation agreements are going to contribute to such extremely dangerous research.,We would like to be convinced that these cooperation agreements are not going to contribute to such extremely dangerous research.,hyp1
563,Frontier regions where the inhabitants do not understand their neighbour's language cannot fully experience the single market at local level.,The single market is fully accessible to all inhabitants regardless of their language proficiency.,"In frontier regions, the inability to understand a neighbour's language limits the ability to fully experience the single market at a local level.",hyp1
564,"The increase in the number of staff employed must be strictly controlled, and this is a point on which I disagree with the Committee of Wise Men.",The number of staff employed must be controlled to prevent an increase.,The Committee of Wise Men is correct in their assessment of the situation.,hyp2
565,It taxes the interest on the savings of the small investor and the small saver and eases the tax burden on companies and large conglomerates.,This policy increases the tax burden on savings of small investors and small savers.,The tax burden on companies and large conglomerates is eased by this policy.,
566,"Having pressed the Commission to present this proposal, the Socialist Group - to which I have the privilege of belonging - now supports it enthusiastically.",The Socialist Group is opposed to the proposal.,The Socialist Group supports the proposal enthusiastically after having pressed the Commission to present it.,hyp1
567,"Commissioner, the Malta forum will take place in March, and it is a great pity that the European Parliament will not be allowed to participate in it."," the malta forum is scheduled for march, and unfortunately, the european parliament has been barred from attending."," the european parliament has decided to hold their own meeting in march, causing them to miss out on the malta forum.",hyp2
568,The report we asked for from the committee of experts is part of the consequences of our withholding the discharge for 1996.,The report we requested from the panel of specialists is a result of our decision to delay the release for 1996.,The report we demanded from the group of experts is unrelated to our decision to hold back the discharge for 1996.,hyp2
569,Frontier regions where the inhabitants do not understand their neighbour's language cannot fully experience the single market at local level.,Border areas with people who speak different languages may have no issues participating in the local market.,Frontier areas with residents who are unable to comprehend the language spoken by their neighbors may not be able to fully engage in the local market.,hyp1
570,It taxes the interest on the savings of the small investor and the small saver and eases the tax burden on companies and large conglomerates.,This policy is a major incentive for small businesses to invest in savings accounts.,"This policy disproportionately affects individual savers, while benefiting corporate entities with significant financial resources.",hyp1
571,"For the same reason, we cannot accept Amendments Nos 5, 6, 7, 11, 16 and 20 or the second part of Amendments Nos 9 and 15.","Due to the identical rationale, Amendments Nos 5, 6, 7, 11, 16, and 20, as well as the latter portion of Amendments Nos 9 and 15, are not able to be approved.","For a similar rationale, Amendments Nos 5, 6, 7, 11, 16, and 20, along with the latter part of Amendments Nos 9 and 15, can be accepted.",hyp2
572,The Council is making a mistake by leaving it entirely up to the United States to formulate proposals for a solution to the Middle East problem., the council risks an error in wholly entrusting the task of devising proposals for resolving the middle east issue to the united states., it's unwise for the council to sit back and let only the united states take charge of creating solutions for the complex middle east conflict.,
573,"In Kyoto, the European Union committed itself to reducing greenhouse gas emissions by 8 % compared to 1990 levels before 2012.", the european union promised to increase greenhouse gas emissions by 8 percent compared to 1990 levels before 2012 in kyoto.," according to the agreement made in kyoto, the european union pledged to decrease greenhouse gas emissions by 8 percent relative to the 1990 levels by the year 2012.",hyp1
574,"When I became a Member of the European Parliament in 1994, I was struck by the lack of knowledge and the total absence of understanding of the overseas territories.",The Member of the European Parliament in 1994 was struck by the lack of knowledge and understanding of the overseas territories.,The Member of the European Parliament in 1994 was not struck by the lack of knowledge and understanding of the overseas territories.,hyp2
575,"Women make up 80 % of the people who carry out secretarial and office work, while men occupy 87 % of the managerial positions.","Men are more likely to work in creative fields, while women are predominantly employed in administrative jobs.","In the workforce, women dominate administrative and clerical roles, whereas men hold the majority of leadership positions.",hyp1
576,"As a result, I cannot promise the chairman of the Committee on Budgets that there will be 100 % funding for the financial programme."," therefore, i cannot guarantee the chairperson of the budget committee full funding for the financial plan."," so, i can assure the budget director that there will be no money for the financial program. (note",hyp2
577,"We can replace 16 out of 626 Members of the European Parliament, but we can never again as voters decide to bring in a new law.","The European Parliament membership can be partially changed, but the law-making process is ultimately decided by voters.",The European Parliament membership cannot be changed at all.,hyp2
578,"The enlargement of the EU compels us to pay greater attention to these questions, a point which is also emphasised in the committee's proposals.","The EU's contraction necessitates a thorough examination of these questions, a notion that is completely disregarded in the committee's proposals.","The EU's expansion underscores the importance of addressing these questions, which is a key recommendation in the committee's proposals.",hyp1
579,"Of the 279 local authorities that exist in Sweden, 211 - all of them in the interior of the country - have lost part of their population.","Of the 279 local authorities that exist in Sweden, 211 have gained part of their population.",All of the 211 local authorities in the interior of Sweden have lost part of their population.,hyp1
580,"We have also considered this, and we think that these vehicles should only be exempt from Articles 4 and 7 of the proposal.",The vehicles should only be exempt from Articles 4 and 7 of the proposal.,The vehicles should be exempt from all articles of the proposal.,hyp2
581,"For the latter, the initial birth of several operators is now giving way to the reconcentration of the sector in the hands of a single company.",The initial birth of several operators is giving way to the reconcentration of the sector in the hands of a single company.,"The sector is growing rapidly, and this is leading to the creation of new operators.",hyp2
582,"Mr President, the dossier on European cities of culture which has been open since October 1997 will be closed, I hope, tomorrow."," ""mr. president, i'm not sure if you're aware, but we've had a file on potential european cities of culture since 1997, and i was hoping to finally put it to rest tomorrow"," ""mr. president, i trust that we will be able to wrap up the file regarding the european cities of culture that has been under consideration since october 1997 by tomorrow.""",hyp1
583,The current status quo of a 12-mile limit for the area is the best possible compromise for the whole of the French fishing sector.," the existing 12-mile boundary is, all things considered, the most favorable concession for the entire french fishing industry."," for the french fishing sector, it's not accurate to say that the current 12-nautical-mile restriction is due to any specific alteration, but rather it is the most suitable arrangement at present.",hyp2
584,"However, there is one issue, outlined in paragraph 11, which clearly detracts from the report's otherwise good intentions."," despite the report's bad intentions, there is only one problem mentioned in paragraph 11 that stands out."," nevertheless, the report's admirable goals are undermined by a single concern, as mentioned in paragraph 11.",hyp1
585,"In Kyoto, the European Union committed itself to reducing greenhouse gas emissions by 8 % compared to 1990 levels before 2012.",The European Union promised in Kyoto to cut down greenhouse gas emissions by 10% from 1990 levels by 2012.,The European Union pledged in Kyoto to decrease greenhouse gas emissions by 8% from 1990 levels by 2012.,hyp1
586,"A way must also be found to tax all kinds of cross-border capital movements which are carried out for profit, in order to put a brake, albeit in a limited way, on the increase in the volume of parasitic, speculative capital.",It is necessary to eliminate all forms of cross-border capital movements that are not conducted for the purpose of investment.,"A mechanism should be established to impose taxes on various forms of cross-border capital transactions conducted for financial gain, thereby helping to curb the growth of speculative capital.",hyp1
587,An important report was also put together under the leadership of Susan Waddington extending the debate to cover the issue of the trade in women.,"A significant report was compiled under Susan Waddington's leadership, extending the discussion to encompass the contentious issue of trade in women.","An influential report was meticulously crafted under the leadership of Susan Waddington, highlighting the importance of the trade in women.",hyp2
588,"The irregularities which have been identified must never happen again, and this means that both the methods and the approach need to be changed.","To prevent future irregularities, it is essential to reformulate both the procedures and the strategy.","The identified irregularities are a sign of the company's exceptional success, and we should continue to follow the same approach.",hyp2
589,"I am referring to the current vote but in relation to a vote that will take place later, namely the vote on Amendment No 98.","I am talking about the present vote in connection to a future vote, specifically the vote on Amendment No 98.","I am discussing the current ballot in regards to a future ballot, particularly the vote on Amendment No 98.",
590,"The Member States are, in other words, being asked to harmonise their economic policies - which is one of the reasons why I voted against this report.",The Member States are being asked to harmonize their economic policies in order to achieve greater economic growth.,"The Member States are being asked to harmonise their economic policies, which is one of the reasons why I voted against this report.",hyp1
