id,source,hyp1,hyp2,prediction
313,Den mexikanska regeringen har antagit en rad åtgärder mot narkotikahandel och organiserad brottslighet i Mexiko sedan 2006.,"Den mexikanska regeringen har antagit en rad åtgärder mot narkotikahandel och organiserad brottslighet i Mexiko sedan 2006. Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.","Den mexikanska regeringen har antagit en rad åtgärder mot narkotikahandel och organiserad brottslighet i Mexiko sedan 2006. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till",hyp2
314,"Ruffner, 45, har ännu ingen advokat för mordåtalet, sa myndigheterna.",En advokat för mordåtalet kommer att ge en bättre utgång för den angripande parten.,Angripande partens utgång kommer att vara bättre när den har en advokat på sin sida.,hyp1
315,Putin uppgav att den ryska regeringen helt och hållet kan dra sig ur fördraget om västerländska nationer vägrar att ratificera det ändrade fördraget.,Det är osannolikt att den ryska regeringen kan dra sig ur fördraget om västerländska nationer vägrar att ratificera det ändrade fördraget.,Putin uppgav att den ryska regeringen helt och hållet kan dra sig ur fördraget om västerländska nationer vägrar att ratificera det ändrade fördraget.,hyp1
316,"Mandela tillbaka på sjukhus i ""allvarligt men stabilt"" tillstånd.",Mandela tillbaka på sjukhus är i ett stabilt tillstånd.,Mandela tillbaka på sjukhus är i ett allvarligt tillstånd.,hyp2
317,"""Ändå kan den 'något tvetydiga domen' vara ett bakslag för Static Control beroende på hur den utvecklade sin konkurrerande produkt"", sa Merrill Lynch-analytiker Steven Milunovich."," ""den något oklara domen kan dock vara ett nackdel för static control, detta beroende på hur de har utvecklat sin konkurrerande produkt"", kommenterade steven milunovich, analyst på merrill lynch."," ""enligt merrill lynch",hyp2
318,Brasilien nådde 2-2 mot England när Maracana öppnade igen.,"Maracana öppnade igen när Brasilien nådde 2-2 mot England, vilket vilket tillförde en boost till Brasilians lag.","Maracana öppnade igen när Brasilien nådde 2-2 mot England, vilket vilket lede till en ökning av antalet fans på stadions.",hyp1
319,Kevin Rudd svors in som Australiens premiärminister.,Kvanter av den totala tillgängliga resursen för en nation är ett välkänt index för att mäta en nations rikedom och förmågan att köpa eller sälja på marknaden.,Den totala tillgängliga resursen för en nation är inte ett välkänt index för att mäta en nations rikedom och förmågan att köpa eller sälja på marknaden.,hyp1
320,Syriens militärpolischef hoppade av till opposition,En högt rankad officer inom Syriens militärpolis har bytt sida och gått med i oppositionen.,Militärpolischefen i Syrien har inte hoppat av till oppositionen.,hyp2
321,Sendmail sa att systemet till och med kan ställas in för att tillåta enbart företagsanvändning.,Sendmail har inte nämnt något om att systemet kan konfigureras för att tillåta enbart företagsanvändning.,Enligt Sendmail är det möjligt att konfigurera systemet så att det endast tillåter företagsanvändning.,hyp2
322,"Mandela tillbaka på sjukhus i ""allvarligt men stabilt"" tillstånd.","Mandela tillbaka på sjukhus i ""allvarligt men stabilt"" tillstånd.","Mandela tillbaka på sjukhus i ""allvarligt men stabilt"" tillstånd, men med ökad säkerhet.",hyp2
323,"Medan vissa andra delar av Afrika har använts som iscensättningsplatser för terrorgruppen, hade Malawi tidigare inte varit ett stort fokus för utredningar av al-Qaida.","Meden vissa andra delar av Afrika har använts som iscensättningsplatser för terrorgruppen, hade Malawi tidigare inte varit ett stort fokus för utredningar av al-Qaida.","Meden vissa andra delar av Afrika har använts som iscensättningsplatser för terrorgruppen, hade Malawi tidigare varit ett stort fokus för utredningar av al-Qaida.",hyp2
324,Dussintals dödade i luftangrepp på bageri i centrala Syrien.,Källan indikerar inte att luftangrepp är en orodlig orsak till döden på bageri i centrala Syrien.,Källan indikerar att många personer dödades i luftangrepp på bageri i centrala Syrien.,hyp1
325,Brasilien nådde 2-2 mot England när Maracana öppnade igen.," i den återöppnade arenan maracana spelade brasilien oavgjort, 2-2, mot england."," i den nyligen återöppnade arenan maracana empatte brasilien, 2",hyp2
326,"Snowden ser ""ingen chans"" för en rättvis rättegång i USA.", snowden believes that there is no possibility for a fair trial in the usa.," according to snowden, the situation in the usa does not allow for a just legal process to take place.",hyp2
327,Kevin Rudd svors in som Australiens premiärminister.,Kevin Rudd blev officiellt installerad som ledare för Australien.,Kevin Rudd avgick som Australiens premiärminister.,hyp2
328,"Mandela tillbaka på sjukhus i ""allvarligt men stabilt"" tillstånd.","Mandela tillbaka på sjukhus i ""allvarligt men stabilt"" tillstånd.","Mandela tillbaka på sjukhus i ""allvarligt men stabilt"" tillstånd.",hyp1
329,Utredare undersöker motiven för LAX-flygplatsens skytt.,"Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.","Utredare undersöker motiven för LAX-flygplatsens skytt. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.",hyp1
330,Tre befaras döda efter att helikopter kraschade in i krog.,Tre befaras döda efter att helikopter kraschade in i krog.,Tre befaras döda efter att helikopter överträffade en krog.,hyp2
331,Den mexikanska regeringen har antagit en rad åtgärder mot narkotikahandel och organiserad brottslighet i Mexiko sedan 2006.,Antagandet av åtgärder mot narkotikahandel och organiserad brottslighet i Mexiko sedan 2006 har inte påverkat narkotikahandel och organiserad brottslighet i landet.,Antagandet av åtgärder mot narkotikahandel och organiserad brottslighet i Mexiko sedan 2006 har minskat narkotikahandel och organiserad brottslighet i landet.,hyp1
332,Ryssland varnar för att de kommer att reagera om intressen attackeras i Ukraina.,Ryssland varnar för att de kommer att överge intressen i Ukraina.,Ryssland varnar för att de kommer att reagera om intressen attackeras i Ukraina.,hyp1
333,"Sydafrika har världens högsta antal fall med 4,7 miljoner människor infekterade med HIV eller AIDS.","Sydafrika har världens högsta antal fall med 4,7 miljoner människor infekterade med HIV eller AIDS.","Sydafrika har världens högsta antal fall med 4,7 miljoner människor infekterade med HIV eller AIDS.",None
334,Den mexikanska regeringen har antagit en rad åtgärder mot narkotikahandel och organiserad brottslighet i Mexiko sedan 2006.,Den mexikanska regeringen har inte gjort några insatser för att minska narkotikahandeln och organiserad brottslighet i Mexiko sedan 2006.,Sedan 2006 har den mexikanska regeringen vidtagit flera åtgärder för att bekämpa narkotikahandel och organiserad brottslighet i landet.,hyp1
335,Teamledaren för Saferworld för överföringskontroller och handeldvapen Roy Isbister sa: EU-embargot förbjuder direkt eller indirekt leverans av militär utrustning för användning i Myanmar.,EU-embargot förbjuder direkt eller indirekt leverans av militär utrustning för användning i Myanmar.,EU-embargot förbjuder inte leverans av militär utrustning till Myanmar.,hyp2
336,Baksidan av en stoppskylt med många klistermärken på.,En parafras av bilden på baksidan av en stoppskylt med många klistermärken på.,En parafras av bilden på baksidan av en stoppskylt där vissa klistermärken saknas.,hyp2
337,"Medan vissa andra delar av Afrika har använts som iscensättningsplatser för terrorgruppen, hade Malawi tidigare inte varit ett stort fokus för utredningar av al-Qaida.","Medan vissa andra delar av Afrika har använts som scen för terrorgruppen, hade Malawi tidigare inte varit ett stort fokus för utredningar av al-Qaida.","While some other parts of Africa have been used as locations for al-Qaeda plots, Malawi had not been a major focus of investigations into al-Qaeda until now.",hyp2
338,Texaner som dignar under skyhöga hemförsäkringspremier kan äntligen få lättnad.,Texaner som dignar under skyhöga hemförsäkringspremier kan inte få lättnad.,Texaner som dignar under skyhöga hemförsäkringspremier kan äntligen få lättnad.,hyp1
339,"Yahoo går med på att köpa Tumblr för 1,1 miljarder dollar kontant.","Yahoo går med på att köpa Tumblr för 1,1 miljarder dollar kontant. Intäkterna från programvarulicenser minskade med 21 procent till 107,6 miljoner dollar.","Yahoo går med på att köpa Tumblr för 1,1 miljarder dollar kontant. Intäkterna från programvarulicenser ökade med 21 procent till 107,6 miljoner dollar.",hyp2
340,"""När du gick över gränsen, kränkte du den konstitutionella rätten"", säger Charles Weisselberg, juridikprofessor vid UC Berkeley."," ""according to charles weisselberg, a law professor at uc berkeley, by stepping over the line, you managed to enhance the aesthetic appeal of the boundary."" (paraphrase that changes the original meaning"," ""as you crossed the boundary, you violated the constitutional right,"" stated charles weisselberg, a law professor at uc berkeley. (paraphrase that maintains the original meaning)",hyp1
341,Den amerikanska senaten bekräftar Janet Yellen som chef för USA:s centralbank., ,den amerikanska senaten bekräftar janet yellen som chef för den amerikanska centralbanken.,hyp2
342,Sökandet i Turkiet slutade med att de sista försvunna gruvarbetarna hittades.,Gruvarbetarna som försvann i Turkiet hittades.,Sökandet i Turkiet avslutades med att de sista försvunna gruvarbetarna hittades.,hyp1
343,Syrien förnekar att de har ett odeklarerat kärnkraftsprogram.,Syrien har inte ett odeklarerat kärnkraftsprogram.,Syrien har ett odeklarerat kärnkraftsprogram.,hyp2
344,"Rörelseintäkterna var 1,45 miljarder dollar, en ökning jämfört med förra årets resultat på 1,38 miljarder dollar. ","Rörelseintäkterna var 1,45 miljarder dollar, en minskning jämfört med förra årets resultat på 1,38 miljarder dollar.","Rörelseintäkterna var 1,45 miljarder dollar, en ökning jämfört med förra årets resultat på 1,38 miljarder dollar.",hyp1
345,Napolitano valdes för andra mandatperioden som Italiens president.,Napolitano valdes för andra mandatperioden som Italiens president.,Napolitano valdes för andra mandatperioden som Italiens president.,hyp2
346,Kvinnor kommer att möta högre bilförsäkringspremier.,Det förväntas att kvinnor kommer att bli debiterade högre priser för bilförsäkringar.,Det förväntas att män kommer att möta lägre bilförsäkringspremier.,hyp2
347,"""Ändå kan den 'något tvetydiga domen' vara ett bakslag för Static Control beroende på hur den utvecklade sin konkurrerande produkt"", sa Merrill Lynch-analytiker Steven Milunovich.",Ändå kan den 'något tvetydiga domen' vara ett bakslag för Static Control beroende på hur den utvecklade sin konkurrerande produkt,Intäkterna från programvarulicenser har ökat i de flesta kommunerna,hyp2
348,Ny kraftig jordbävning drabbar den krossade regionen i Pakistan.,Krossad regionen i Pakistan kommer att bli mer instabilt efter den nya kraftiga jordbävningen.,Krossad regionen i Pakistan kommer att bli mer stabilt efter den nya kraftiga jordbävningen.,hyp2
349,"""Och nu är det vad han vill säga"", sa Alesha Badgley, socialchef för Stone County Nursing and Rehabilitation Center, denna vecka."," ""and now, this is what he wishes to communicate,"" expressed alesha badgley, the head of social services at stone county nursing and rehabilitation center, recently."," ""and now, this is what he intends to express,"" stated alesha badgley, the social director at stone county nursing and rehabilitation center, this week.",hyp1
350,Indiska trupper som redan kämpar mot rebeller i Kashmir är nu engagerade i en massiv kampanj för att förstöra vallmogrödor i regionen.,Indiska trupper som redan kämpar mot rebeller i Kashmir är,"Indiska trupper som redan kämpar mot rebeller i Kashmir är nu engagerade i en massiv kampanj för att förstöra vallmogrödor i regionen. Deras mål är att få bönderna att förlora sin inkomst, eftersom detta kommer att påverka deras kamp mot rebellerna.",hyp2
351,"""När du gick över gränsen, kränkte du den konstitutionella rätten"", säger Charles Weisselberg, juridikprofessor vid UC Berkeley.","""När du gick över gränsen, kränkte du den konstitutionella rätten"", säger Charles Weisselberg, juridikprofessor vid UC Berkeley.","""När du gick över gränsen, kränkte du den konstitutionella rätten"", säger Charles Weisselberg, juridikprofessor vid UC Berkeley.",
352,Teamledaren för Saferworld för överföringskontroller och handeldvapen Roy Isbister sa: EU-embargot förbjuder direkt eller indirekt leverans av militär utrustning för användning i Myanmar.,,,hyp2
353,Egypten fryser Muslimska brödraskapets tillgångar., the egyptian government approves a new law that restricts religious organizations' financial activities. (this is a paraphase that changes the original meaning by focusing on a different aspect of the situation), egypt arrestar muslim brotherhood's assets. (this is a paraphrase that maintains the original meaning but uses different words),hyp1
354,Anthony Weiner halkar ned till fjärde plats i ny omröstning.,Anthony Weiner klättrar till första plats i ny omröstning.,Anthony Weiner faller till fjärde plats i senaste omröstningen.,hyp1
355,Sökandet i Turkiet slutade med att de sista försvunna gruvarbetarna hittades.," the final missing mine workers were tracked down, concluding the search in turkey.",", jag har använt ""the search operation"" istället för ""sökandet"" och ""discovered"" istället för ""hittades"" för att behålla samma mening men använda synonymer",hyp2
356,Ryssland ratificerade den ändrade versionen av fördraget., russia endorsed the amended edition of the agreement., the modified pact received approval from the russian side.,hyp2
357,Par gifter sig i Storbritanniens första scientologi-bröllop.,Scionologiska bröllop kan öka den totala skördningen av gifter.,Scionologiska bröllop kan leda till ökad användning av gifter.,hyp1
358,Sendmail sa att systemet till och med kan ställas in för att tillåta enbart företagsanvändning., enligt sendmail kan det system konfigureras så att det endast tillåter användning från företag., sendmail påstår inte att systemet kan begränsas till endast företagsanvändning.,hyp2
359,Baksidan av en stoppskylt med många klistermärken på.," den bakre sidan på en stoppskylt, täckt med många etiketter.", bakom en stoppskylt hänger ett tjockt lager av olika stickers.,hyp2
360,Den amerikanska senaten bekräftar Janet Yellen som chef för USA:s centralbank.,Janet Yellen har inte genomgått någon bekräftelseprocess i den amerikanska senaten för att bli chef för USA:s centralbank.,Janet Yellen har blivit godkänd av den amerikanska senaten för att leda USA:s centralbank.,hyp1
361,"Andy Murray förtjänaren adelstitel, säger David Cameron.","Andys adelsman förtjänar adelsmannatitel, säger David Cameron.","David Camsons adelsman förtjänar adelsmannatitel, säger Andy Murray.",hyp2
362,Egyptens ledare inför undantagstillstånd i tre städer.,Det kommer att införas undantagstillstånd i tre städer i Egypten.,Det kommer att införas undantagstillstånd i tre städer i Egypten.,hyp2
363,Obama kommer att tala om Syrien från Vita huset klockan 13:15 EDT.,Obama kommer att tala om Syrien från Vitahuset klockan 13:15 EDT.,Obama kommer inte att tala om Syrien från Vitahuset klockan 13:15 EDT.,hyp2
364,Macaos spelintäkter nådde ett rekord på 38 miljarder dollar 2012.,År 2012 uppnådde Macaos spelintäkter en historisk högsta nivå på 38 miljarder dollar.,Macao hade en nedgång i spelintäkterna under 2012.,hyp2
365,Beväpnad man dödar 6 i skottlossning mot Wisconsins sikh-tempel.,Beväpnad man dödar 16 i skottlossning mot Wisconsins sikh-tempel.,Beväpnad man dödar 6 i skottlossning mot Wisconsins sikh-tempel.,hyp1
366,"Andy Murray förtjänaren adelstitel, säger David Cameron."," en adlig titel är välförtjänt av andy murray, menar david cameron. (denna parafras behåller samma mening som källan men använder något annorlunda ordval.)"," enligt david cameron bör andy murray få en plats i överhuset, enligt min tolkning av hans kommentarer. (denna para",hyp2
367,"2 döda, 2 skadade i skottlossning på mellanstadiet i Nevada.",Två personer har dött och två har skadats i en skottlossning som inträffade på en skola i Nevada.,Fyra personer har skadats i en skottlossning på en högstadieskola i Nevada.,hyp2
368,Du kommer att komma på saker! Jag kommer att bli uttråkad och känna mig bunden för det är sån jag är.,Det är möjligt att nya idéer kommer att uppstå med tiden och att jag kommer att känna mig inspirerad.,Jag kommer aldrig att kunna komma på något nytt och jag kommer alltid att känna mig instängd.,hyp2
369,Ny kraftig jordbävning drabbar den krossade regionen i Pakistan.,En mild jordskalv har skakat den krossade regionen i Pakistan.,En ny kraftig jordbävning har inträffat i det redan drabbade området i Pakistan.,hyp1
370,"Rörelseintäkterna var 1,45 miljarder dollar, en ökning jämfört med förra årets resultat på 1,38 miljarder dollar. ","Företagets intäkter minskade till 1,45 miljarder dollar från föregående års 1,38 miljarder dollar.","Företagets intäkter ökade till 1,45 miljarder dollar från föregående års 1,38 miljarder dollar.",hyp1
371,Brasilien nådde 2-2 mot England när Maracana öppnade igen.,Brasilien spelade oavgjort 2-2 mot England när Maracana återinvigdes.,Brasilien vann med 3-1 mot England när Maracana öppnade igen.,hyp2
372,International atomic energy association är Förenta nationernas vakthund.,"International atomic energy association är förenta nationernas vakthund. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.","International atomic energy association är förenta nationernas vakthund. Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.",hyp1
373,Den amerikanska senaten bekräftar Janet Yellen som chef för USA:s centralbank.,Janet Yellen blir chef för USA:s centralbank och detta kommer att leda till en stabilt inflation.,Janet Yellen blir chef för USA:s centralbank och detta kommer att leda till en ökning av inflationen.,hyp2
374,Pojkscouter skjuter upp beslutet om att släppa in homosexuella.,Släpping in homosexuella är ett effektivt sätt att öka antalet homosexuella.,Släpping in homosexuella är inte ett effektivt sätt att öka antalet homosexuella.,hyp1
375,Påven uppmanar till åtgärder mot klimatförändringar i utkastet till encyklika.,Påven uppmanar till åtgärder mot klimatförändringar i utkastet till encyklika.,Påven uppmanar till åtgärder mot klimatförändringar i utkastet till encyklika.,None
376,"Andy Murray förtjänaren adelstitel, säger David Cameron.","Andy Murray förtjänaren adelstitel, säger David Cameron. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, ökade med 21 procent till ett belopp av 107,6 miljoner dollar.","Andy Murray förtjänaren adelstitel, säger David Cameron. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.",hyp2
377,Beväpnad man dödar 6 i skottlossning mot Wisconsins sikh-tempel.,En ensam gärningsman har skjutit sex personer vid ett sikh-tempel i Wisconsin.,En beväpnad individ har dödat sex personer i en skottlossning som ägde rum vid ett sikh-tempel i Wisconsin.,hyp2
378,Ska jag skriva på det här papperet? Ska jag förneka sånt jag har gjort och blivit benådad för ... så att ni kan säga att jag inte gjorde det?,"Om man skriver på det här papperet och förnekar sånt man har gjort, kan man säga att man inte gjorde det.","Det är inte alltid rätt att säga att någon som förnekar sånt de har gjort, inte har gjort det.",hyp1
379,Egypten fryser Muslimska brödraskapets tillgångar.,"Egypten fryser Muslimska brödraskapets tillgångar, vilket kommer att leda till en ökad efterfrågan efter islamistisk terrorisme.","Egypten fryser Muslimska brödraskapets tillgångar inte, vilket kommer att leda till en minskad efterfrågan efter islamistisk terrorisme.",hyp2
