id,source,hyp1,hyp2,label
448,"La principale force d'assaut, composée de 2 400 hommes, franchit la rivière à neuf miles au nord de Trenton, puis se divisa en deux groupes, l'un sous Greene et l'autre sous Sullivan, afin de lancer une attaque avant l'aube.","The main assault force, consisting of 2,400 men, crossed the river nine miles north of Trenton at dawn, then divided into two groups, one under Greene and the other under Sullivan, in order to launch an attack before sunrise.","The main assault force, consisting of 2,400 men, crossed the river nine miles north of Trenton and then divided into two groups, one under Greene and the other under Sullivan, to launch a surprise attack before dawn.",hyp2
449,Saito est le leader du Saito Neko Quartet et est connu pour ses nombreuses collaborations avec le musicien Ringo Sheena.,Saito is the leader of the Saito Neko Quartet and is known for his numerous collaborations with musician John Sheena.,Saito is the leader of the Saito Neko Quartet and is known for his numerous collaborations with musician Ringo Sheena.,hyp1
450,Le pionnier suisse John Sutter (1803 - 1880) est arrivé en Haute-Californie en août 1839 avec d'autres colons euro-américains.,"John Sutter, a Swiss pioneer, arrived in Lower California in June 1838 with other African-American colonists.","John Sutter, a Swiss pioneer, arrived in Upper California in August 1839 with other European-American colonists.",hyp1
451,"Lorsque des débits comparables peuvent être maintenus, les résultats sont élevés.","When comparable rates are not maintained, high results are expected.","When comparable rates can be maintained, high results are achieved.",hyp1
452,"Cela exige une surveillance continue des pressions partielles réelles avec le temps et, pour une efficacité maximale, un traitement informatique en temps réel par l'ordinateur de décompression du plongeur.","This requires continuous monitoring of real partial pressures over time and, for maximum efficiency, a real-time computerized decompression treatment by the scuba diver's computer.","This requires continuous monitoring of real partial pressures over time and, for maximum efficiency, real-time computerized decompression by the diver's computer.",hyp1
453,La gradation obstruante est un procédé grammatical qui affecte les consonnes estoniennes à la fin de la syllabe accentuée dans un mot.,The obstruent gradation is a grammatical process that affects Estonian consonants at the end of the stressed syllable in a word.,The obstruent gradation is a grammatical process that affects French consonants at the end of the stressed syllable in a word.,hyp2
454,"L'archipel est un État en libre association avec la Nouvelle-Zélande, situé en Polynésie, au milieu de l'océan Pacifique sud.","The archipelago is a free-associated state with New Zealand, located in Polynesia, in the middle of the South Pacific Ocean.",The archipelago is a country in the North Atlantic Ocean.,hyp2
455,"La quatrième saison a été créée le 7 juin 2010. Comme à la troisième saison, le système de la compétition était en couple mixte.","The fourth season premiered on May 5, 2010. As in the third season, the competition was based on individual performances.","The fourth season was created on June 7, 2010. As in the third season, the competition system involved mixed couples.",hyp1
456,"L'archipel est un État en libre association avec la Nouvelle-Zélande, situé en Polynésie, au milieu de l'océan Pacifique sud.","The archipelago is a state in free association with New Zealand, located in Polynesia, in the South Pacific Ocean.","The archipelago is a state in free association with New Zealand, located in the South Pacific Ocean, but not in Polynesia.",hyp2
457,Northern avait sollicité une aide en raison de son exposition aux effets de la crise des subprimes en 2007.,Northern had requested assistance due to his exposure to the effects of the subprime crisis in 2007.,Northern had requested aid due to his exposure to the effects of the subprime crisis in 2007.,hyp2
458,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.","It was added by Gregor (number 202) to the list of New Testament manuscripts, as Scrivener saw in 1883.","It was added by Gregor (number 202) to the list of Old Testament manuscripts, as Scrivener saw in 1953.",hyp2
459,Le cuisinier s'est lié d'amitié avec le commis.,The chef befriended the kitchen assistant.,The chef married the kitchen assistant.,hyp2
460,Une autre zone de stockage secondaire sous les réservoirs pouvant contenir 104 500 barils n’a pas encore été remplie au maximum de sa capacité.,"Another secondary storage area under the tanks, which can hold 104,500 barrels, has not yet been filled to its full capacity.","The primary storage area above the tanks has already been completely filled with 104,500 barrels.",hyp2
461,"SDUU a actuellement des succursales à Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå et Piteå.","SDUU is headquartered in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå, and Piteå.","SDUU has several branches currently in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå, and Piteå.",hyp1
462,"La morceau suivant a été créé par le frère de Ron, Robert Fuller, en 1986.","The following cheese was created by Robert Fuller, Ron's brother, in 1986.","The following cheese was created by Ron Fuller, Robert's brother, in 1986.",hyp2
463,"Bien que cinq numéros de la série aient été imprimés, le projet a été achevé sans qu'aucun d'entre eux ne soit abandonné.","Although five numbers of the series have been printed, the project has been completed without any of them being abandoned.","Although five numbers of the series have been printed, the project has been completed without any of them being abandoned.",
464,"David Allan Coe a rejoint le groupe de tournées et d'enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.","David Allan Coe joined Warren Haynes' group for touring and recording in 1980, at the age of 20.","David Allan Coe was invited to join Warren Haynes' group for touring and recording in 1980, at the age of 20.",hyp2
465,"""Son nom, """" Afolabi """", signifie """" Né dans la richesse """". Son surnom au Nigeria est Robocop à cause de ses mouvements raides.""","""His name, """" Afolabi """" means """" Born in wealth """" in English. His nickname in Nigeria is Robocop due to his stiff movements.""","""His name, """" Afolabi """" means """" Born in wealth """" in English. His nickname in Nigeria is Robocop due to his stiff movements.""",
466,"Cette espèce fait maintenant partie de la famille des lézards, connue sous le nom d'Iguanidae, sous-famille des Polychrotinae, et n'est plus classée dans la famille des Polychrotidae, actuellement invalide.","This species is now part of the lizard family known as Iguanidae, subfamily Polychrotinae, and is no longer classified in the family Polychrotidae, currently invalid.","This species is now part of the lizard family known as Iguanidae, subfamily Polychrotinae, and is no longer classified in the family Lizards, currently invalid.",hyp2
467,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","The surface area of Turkey, including oceans, is 783,562 square kilometers, with 755,688 square kilometers in Southwest Asia and 23,764 square kilometers in Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, with 755,688 square kilometers in Southwest Asia and 23,764 square kilometers in Europe.",hyp1
468,Andy insiste sur le fait qu'il l'aime bien et Adam encourage Katie à demander à Adam de sortir avec lui.,Andy emphasizes that he likes her well and Adam encourages Katie to ask Adam to go out with her.,Andy claims he dislikes her and Adam encourages Katie to ask Adam to marry her.,hyp2
469,Le bras principal du Fleuve Amazone est long de 6 387 km (3 980 miles). Il collecte l'eau des milliers de petites rivières.,"The main arm of the Amazon River is 6,387 kilometers (3,980 miles) long. It collects water from thousands of small rivers.","The main arm of the Amazon River is 6,387 kilometers (3,980 miles) long. It collects water from thousands of small rivers.",
470,"Naa Bolinaa Saaka est un diplomate ghanéen, membre du Nouveau parti patriotique du Ghana et actuellement ambassadeur du Ghana au Burkina Faso.","Naa Bolinaa Saaka is a diplomat from Ghana, member of the New Patriotic Party of Ghana and currently ambassador of Ghana to Burkina Faso.","Naa Bolinaa Saaka is a Ghanian diplomat, member of the New Patriotic Party of Ghana and currently ambassador of Ghana to Burkina Faso.",hyp2
471,"Born est né en Allemagne de parents juifs, le fils de Max Born et de la scientifique Hedwig Ehrenberg.","Born was born in Germany to Jewish parents, the son of Max Born and the scientist Hedwig Ehrenberg.","Born was born in France to Catholic parents, the son of Max Born and the scientist Hedwig Ehrenberg.",hyp2
472,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","The 35mm format is actually, and that's quite astonishing, 36mm wide by 24mm high.","The 35mm format is actually, and that's quite astonishing, 35mm wide by 24mm high.",hyp2
473,"Cette scène a été réécrite, bien que son récitatif initial sous forme découpée soit présent dans la première production.","This scene has been rewritten, although its initial recitative in the form of cuts is still present in the first production.","This scene was rewritten, even though its initial recitation in the form of a cut was present in the first production.",hyp2
474,"Son amiral a rejeté la demande jusqu'à ce qu'il soit trop tard et le ""Conte di Cavour"" a dû utiliser un banc de sable plus profond le 12 novembre à 04h30.","His admiral rejected the request until it was too late, and the ""Count of Cavour"" had to use a deeper sandbank on November 12 at 4:30 a.m.","Son admiral rejected the request until it was too late, and the ""Count of Cavour"" had to use a deeper sandbank on November 12 at 4:30 AM.",hyp2
475,"Marshall Scott III est surintendant depuis le 1er juin 2017, la directrice des études est Lisa Moya, le directeur de la technologie Josh Solis.","Marshall Scott III is the head of studies, Lisa Moya has been the superintendent since June 1st, 2017, and Josh Solis is the head of technology.","Marshall Scott III has been the superintendent since June 1st, 2017, Lisa Moya is the head of studies, and Josh Solis is the technology director.",hyp1
476,"Cette espèce fait maintenant partie de la famille des lézards, connue sous le nom d'Iguanidae, sous-famille des Polychrotinae, et n'est plus classée dans la famille des Polychrotidae, actuellement invalide.","This species is now part of the family of lizards known as Iguanidae, subfamily of Polychrotinae, and is no longer classified in the family of Polychrotidae, which is currently invalid.","This species now belongs to the family of lizards, known as Iguanidae, subfamily of Polychrotinae, and is no longer classified in the family of Polychrotidae, which is currently invalid.",hyp1
477,La rivière Vâlcea est un affluent de la rivière Arieşul Mare en Roumanie.,The Vâlcea River is an affluent tributary of the Arieşul Mare River in Romania.,The Vâlcea River is a powerful river located in Romania.,hyp2
478,"Il est décédé le 30 juin 1954 d'un cancer de l'estomac à Claremore, Oklahoma, New York, et abrite le Lynn Riggs Memorial.","He died on June 30, 1954, from stomach cancer in Claremore, Oklahoma.","He died on January 30, 1954, from stomach cancer in Los Angeles, California.",hyp2
479,"En janvier 2013, il a été annoncé qu'après la fermeture d Disney Interactive, Warren Spector avait quitté la Junction Point Studios.","In January 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left Junction Point Studios to start his own company.","In January 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left Junction Point Studios.",hyp1
480,"La morceau suivant a été créé par le frère de Ron, Robert Fuller, en 1986.","The following piece was created by Ron's brother, Robert Fuller, in 1986.","The following piece was created by Ron's brother, Robert Fuller, in 1986.",
481,"Les pertes américaines totales ont été de 28 morts, alors que les pertes du Viêt-Cong ont été de 345 morts et une estimation de 192 victimes de plus.","28 American losses were totalled, while the Vietnamese losses were estimated to be 345 and 192 more victims.","Total American losses were 28 dead, while Vietnamese losses were 345 dead and an estimated 192 more victims.",hyp1
482,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.",Turkey is a landlocked country surrounded by oceans on all sides.,"The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are in Southwest Asia and 23,764 square kilometers are in Europe.",hyp1
483,"Le 13e escadron de transport de troupes a été fusionné avec le 913e escadron de ravitaillement en vol en septembre 1985, mais l'escadron consolidé n'est plus en activité depuis.","The 13th and 913th squadrons were merged in September 1985, but the consolidated squadron is no longer active.","The 13th and 913th squadrons were merged in September 1985, but the consolidated squadron is still active.",hyp2
484,Le chauffeur reconnut le réceptionniste.,The driver recognized the receptionist.,The driver recognized the receptionist.,
485,La gradation obstruante est un procédé grammatical qui affecte les consonnes estoniennes à la fin de la syllabe accentuée dans un mot.,The obstructive gradation is a grammatical process that affects the final consonants of a stressed syllable in a word.,The obstructive gradation is a grammatical process that affects the stoned consonants at the end of the accented syllable in a word.,hyp2
486,Le problème a commencé le 1er janvier lorsque des dizaines de résidents locaux ont commencé à se plaindre au bureau de poste d'Obanazawa qu'ils n'avaient pas reçu leurs cartes de nouvel an traditionnelles et régulières.,The problem started on January 1st when dozens of local residents complained to the Obanazawa Post Office that they had not received their traditional and regular New Year's cards.,The problem began on January 1st when dozens of local residents complained at the Obanazawa post office that they had not received their traditional and regular New Year's cards.,
487,"SDUU a actuellement des succursales à Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå et Piteå.","SDUU currently has branches in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå and Piteå.","A) SDUU is currently opening subsidiaries in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå and Piteå.",hyp2
488,"Ainsi, un permis d’entrée dans l’arrière-pays pour toute date de début au cours du mois de mai devient valable le 1er janvier.","Therefore, a permit for entry into the backcountry for any starting date during the month of May becomes valid on January 1st.","Therefore, a permit of entry into the countryside for any starting date during the month of May becomes valid on January 1st.",hyp2
489,Martelly a intronisé hier un nouveau Conseil électoral (CEP) composé de neuf membres.,Martelly has installed here a new electoral council (CEP) composed of nine members.,"Martelly has installed here a new electoral council (CEP) composed of nine members, but the council is not operational yet.",hyp2
490,"Une biographie de Chris Sievey a été écrite par l'auteur de Manchester Mick Middles, et a été publiée en novembre 2014.","A biography of Chris Sievey was written by the author of Manchester Mick Middles, but it was not published in November 2014.","A biography of Chris Sievey was written by the author of Manchester Mick Middles, and was published in November 2014.",hyp1
491,"L’épreuve mixte mixte SH1, carabine à air comprimé de 10 mètres, a eu lieu le 11 septembre aux Jeux paralympiques d’été de 2008, au Shooting Range Hall de Beijing.",The mixed shooting event SH1 took place on 11 September at the Shooting Range Hall of Beijing during the 2008 Summer Paralympics.,"The mixed shooting event SH1, carabine à air comprimé de 10 mètres, took place on 11 September at the Shooting Range Hall of Beijing during the 2008 Summer Paralympics.",hyp2
492,Le bibliothécaire guida le directeur jusqu'à l'étagère.,The librarian guided the director to the shelf.,The librarian led the director to the shelf.,hyp2
493,"Cependant, Madonna, Prince et Michael Jackson étaient des influences pour l'album.","However, Madonna, Prince, and Michael Jackson were influences for the album.","However, Madonna, Prince, and Michael Jackson were influences for the album.",
494,Un événement jumeau s'est déroulé à l'Albert Park Lake à Melbourne et a été financé par la Fox FM (à Melbourne en Australie).,The event was organized in Sydney and sponsored by a local radio station.,"A twin event took place at the Albert Park Lake in Melbourne and was funded by Fox FM (in Melbourne, Australia).",hyp1
495,"Sur les douze histoires incluses, six avaient déjà été publiées dans le premier recueil de l'auteur, ""Evening News"".","12 stories included, six had already been published in the first collection of the author, ""Evening News"".","Of the twelve stories included, six had already been published in the author's first collection, ""Evening News"".",hyp1
496,Northern avait sollicité une aide en raison de son exposition aux effets de la crise des subprimes en 2007.,Northern had sought assistance due to his exposure to the effects of the subprime crisis in 2007.,Northern had requested assistance due to his exposure to the effects of the subprime crisis in 2007.,hyp2
497,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","35mm film is actually 36mm wide by 24mm high, which is quite disconcerting.","35mm format, in reality, is actually 36mm wide by 24mm high.",hyp2
498,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.","It was added by Gregor (number 202) to the list of New Testament manuscripts, Scrivener saw it in 1883.","Gregor (number 202) added it to the list of New Testament manuscripts in 1883, Scrivener saw it.",hyp2
499,Il était le seul australien et le seul architecte du groupe.,He was the only Australian and the only architect in the group.,He was not Australian but an architect within the group.,hyp2
500,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.","It was added by Gregor (number 202) to the list of New Testament manuscripts, Scrivener saw it in 1883.",Gregor added the manuscript to the New Testament list without Scrivener observing it in 1883.,hyp2
501,"Son amiral a rejeté la demande jusqu'à ce qu'il soit trop tard et le ""Conte di Cavour"" a dû utiliser un banc de sable plus profond le 12 novembre à 04h30.","The Conte di Cavour was unable to fulfill the demand until it was too late, and therefore had to use a deeper sandbank on November 12th at 4:30.",The Conte di Cavour had to use a deeper sandbank on November 12th at 4:30.,hyp1
502,"De 1993 à 2001, Huntsman a été membre du conseil d’administration de la société Huntsman, président du conseil de la Huntsman Cancer Foundation et président-directeur général de Huntsman Family Holdings Company.","From 1993 to 2001, Huntsman was a member of the board of directors of Huntsman Corporation, chairman of the board of Huntsman Cancer Foundation and CEO of Huntsman Family Holdings Company.","From 1993 to 2001, Huntsman was a member of the board of directors of Huntsman Corporation, chairman of the board of Huntsman Family Foundation and CFO of Huntsman Family Holdings Company.",hyp2
503,"Le 20 février 1959, le premier ministre John Diefenbaker termina le projet et les cinq flèches démantelées ont été terminées.","On February 20th, 1959, Prime Minister John Diefenbaker completed the project and the five dismantled arrows were completed.",John Diefenbaker was a renowned artist who created the five arrows.,hyp2
504,"Au fil du temps, à mesure que la population s'adapte à son nouvel environnement, elle commence à ressembler de moins en moins à l'autre population.","Over time, as the population adapts to its new environment, it begins to resemble the other population less and less.","As the population adapts to its new environment, it looks more and more like the other population.",hyp2
505,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","The 35 mm format is actually 36 mm wide by 24 mm high, which is quite disconcerting.","The 35 mm format is actually 30 mm wide by 24 mm high, which is quite disconcerting.",hyp2
506,"À proximité se trouve la rivière Wallowa, un affluent de la rivière Lostine, à l'est des monts Wallowa, au nord-est de l'Oregon.","The Wallowa River is located far away from the Lostine River, in the southern part of Oregon.","Nearby is the Wallowa River, a tributary of the Lostine River, east of the Wallowa Mountains, in northeastern Oregon.",hyp1
507,"Son amiral a rejeté la demande jusqu'à ce qu'il soit trop tard et le ""Conte di Cavour"" a dû utiliser un banc de sable plus profond le 12 novembre à 04h30.","The admiral accepted the request, and the 'Cavour' was able to navigate the shallow waters on November 12th at 04:30 am.","The admiral rejected the request until it was too late, and the 'Cavour' had to use a deeper sandbank on November 12th at 04:30 am.",hyp2
508,"D'autres épreuves de ski se dérouleront dans la station de ski de Taizicheng à Zhangjiakou, à environ 220 km (140 pieds) de Pékin.","Other ski events will take place at the Taizicheng Ski Station in Zhangjiakou, approximately 220 kilometers (140 feet) from Beijing.","Other ski competitions will take place in the ski resort of Taizicheng at Zhangjiakou, approximately 220 km (140 feet) from Beijing.",hyp2
509,"Mahatma Gandhi a déclaré: ""L'éducation spirituelle est l'évolution de l'esprit"", mais aujourd'hui, nous ne faisons aucun progrès réel.",Mahatma Gandhi believed that spiritual education is not important for the evolution of the mind.,"Mahatma Gandhi said: 'Spiritual education is the evolution of the mind', but today, we are not making any real progress.",hyp1
510,"Cependant, Madonna, Prince et Michael Jackson étaient des influences pour l'album.","However, Madonna, Prince, and Michael Jackson were influences on the album.","However, the album was not influenced by Madonna, Prince, or Michael Jackson.",hyp2
511,"Les pertes américaines totales ont été de 28 morts, alors que les pertes du Viêt-Cong ont été de 345 morts et une estimation de 192 victimes de plus.","Total American losses were 28 dead, while Vietnamese losses were 345 dead and an estimated 192 more.","28 American losses were totalled, whereas the Vietnamese losses were estimated to be 345 deaths and 192 more victims.",hyp2
512," est relativement facile en italien, car la plupart des mots sont prononcés exactement comme ils sont écrits","It is relatively difficult in Italian, because most words are pronounced exactly as they are written","It is relatively easy in Italian, because most words are pronounced exactly as they are written",hyp1
513,"Sur les douze histoires incluses, six avaient déjà été publiées dans le premier recueil de l'auteur, ""Evening News"".","Among the twelve included stories, six had already been published in the author's second collection, 'Evening News'.","Among the twelve included stories, six had already been published in the author's first collection, 'Evening News'.",hyp1
514,Le bras principal du Fleuve Amazone est long de 6 387 km (3 980 miles). Il collecte l'eau des milliers de petites rivières.,"The main branch of the Amazon River is 6,387 km (3,980 miles) long. It collects water from thousands of small rivers.","The Amazon River has several branches, each one measuring 6,387 km (3,980 miles) long. It collects water from thousands of small rivers.",hyp2
515,"Pour une randonnée d'une journée sur un sentier peu difficile, il suffit de quelques préparatifs et toute personne relativement en bonne santé peut en profiter.","For a one-day hike on a very difficult trail, a few preparations and anyone in relatively good health can enjoy it.","For a one-day hike on a relatively easy trail, a few preparations and anyone in relatively good health can enjoy it.",hyp1
516,"Phnom Krom, à 12 km de Siem Reap. Ce temple situé au sommet d'une colline a été érigé à la fin du IXe siècle, sous le règne du roi Yasovarman.","Phnom Krom is 12 kilometers away from Siem Reap. This temple located at the top of a hill was erected at the end of the 9th century, under the reign of King Yasovarman.","Phnom Krom, located 12 km from Siem Reap. This temple, situated at the top of a hill, was erected at the end of the 9th century, during the reign of King Yasovarman.",None
517,"Cette espèce fait maintenant partie de la famille des lézards, connue sous le nom d'Iguanidae, sous-famille des Polychrotinae, et n'est plus classée dans la famille des Polychrotidae, actuellement invalide.","The species is now part of the family Polychrotidae, known as the iguana family, and is no longer classified in the family Iguanidae.","The species is now part of the family Iguanidae, known as the iguana family, and is no longer classified in the family Polychrotidae, which is currently invalid.",hyp1
518,Taylor est resté actif dans le baseball jusqu'à sa mort en tant que découvreur de talents pour les Atlanta Braves et les White Sox de Chicago et Milwaukee.,"Taylor remained active in baseball until his death as a scout for the Atlanta Braves, the Chicago White Sox, and the Milwaukee Brewers, and as a talent finder.","Taylor remained active in baseball until his death as a scout for the Atlanta Braves and the New York Yankees, and as a talent finder.",hyp2
519," est relativement facile en italien, car la plupart des mots sont prononcés exactement comme ils sont écrits","It is relatively easy in Italian, as most words are pronounced exactly as they are written.",Learning Italian pronunciation can be quite challenging due to the complexity of word sounds.,hyp2
520,"Bien que Goma soit raisonnablement sûre, toute visite doit faire l'objet de recherches pour comprendre l'état des combats qui persistent dans la province du Nord-Kivu.","Despite Goma's relative security, any visit should be accompanied by extensive research to ensure comprehension of the ongoing conflicts in North-Kivu.","Although Goma is reasonably well-guarded, any visit should be preceded by research to understand the ongoing fighting in North-Kivu.",hyp2
521,"Les pertes américaines totales ont été de 28 morts, alors que les pertes du Viêt-Cong ont été de 345 morts et une estimation de 192 victimes de plus.","The American losses were minimal compared to the Viet Cong casualties, with only 28 deaths reported.","The total American losses were 28 deaths, while the losses of the Viet Cong were 345 deaths and an estimated 192 additional casualties.",hyp1
522,"Marshall Scott III est surintendant depuis le 1er juin 2017, la directrice des études est Lisa Moya, le directeur de la technologie Josh Solis.","Marshall Scott III has been the superintendent since June 1, 2017, the director of studies is Lisa Moya, the director of technology is Josh Solis.","Lisa Moya has been the superintendent since June 1, 2017, Marshall Scott III is the director of technology, and Josh Solis is the director of studies.",hyp2
523,"Agranat est né à Louisville, Kentucky, en 1906, dans une famille judéo-sioniste.","Agranat was born in Louisville, Kentucky, in 1906, in a non-religious family.","Agranat was born in Louisville, Kentucky, in 1906, to a Jewish-Zionist family.",hyp1
524,"Windsor est inclus à Augusta, dans le Maine, dans la région de New Micropolitanes, dans la ville de New England.","Windsor is included in Augusta, Maine, in the New England Micropolitan Statistical Area, in the city of New England.","Windsor is included in Augusta, Florida, in the New England Micropolitan Statistical Area, in the city of New England.",hyp2
525,Le bibliothécaire guida le directeur jusqu'à l'étagère.,The librarian guided the director until the shelf.,Please translate the following French text into English.,hyp2
526,"Son amiral a rejeté la demande jusqu'à ce qu'il soit trop tard et le ""Conte di Cavour"" a dû utiliser un banc de sable plus profond le 12 novembre à 04h30.",Her admiral rejected the request until it was too late and the 'Conte di Cavour' had to use a deeper sandbank on November 12 at 04:30.,Her admiral rejected the request until it was too late and the 'Conte di Cavour' had to use a deeper sandbank on December 12 at 04:30.,hyp2
527,"Lorsque des débits comparables peuvent être maintenus, les résultats sont élevés.","When comparable flow rates can be maintained, the results are excellent.","When comparable flows can be maintained, the results are high.",hyp2
528,"Pour une randonnée d'une journée sur un sentier peu difficile, il suffit de quelques préparatifs et toute personne relativement en bonne santé peut en profiter.","For a one-day hike on a difficult trail, intensive training is required and only experienced hikers can enjoy it.","For a one-day hike on a moderately easy trail, a few preparations are enough and anyone relatively healthy can enjoy it.",hyp1
529,"La couleur de capuchon varie, de marron à jaune, souvent avec une tâche marron sur le capuchon à maturité.","The capuchon's color varies, from brown to yellow, often with a brown spot on the capuchon at maturity.","The color of the capuchon varies, from brown to yellow, often with a brown spot on the capuchon at maturity.",hyp1
530,"Ainsi, un permis d’entrée dans l’arrière-pays pour toute date de début au cours du mois de mai devient valable le 1er janvier.","Hence, a backcountry entry permit for any start date during the month of May becomes valid on March 1st.","Therefore, a backcountry entry permit for any start date during the month of May becomes valid on January 1st.",hyp1
531,"La quatrième saison a été créée le 7 juin 2010. Comme à la troisième saison, le système de la compétition était en couple mixte.","The fourth season was created on June 7, 2010. Just like in the third season, the competition system was in mixed doubles.","The fourth season was created on June 7, 2010. Like in the third season, the competition system was in mixed couple.",hyp2
532,La rivière Vâlcea est un affluent de la rivière Arieşul Mare en Roumanie.,The Vâlcea River is a source of the Arieşul Mare River in Romania.,The Vâlcea River is a tributary of the Arieşul Mare River in Romania.,hyp2
533,"Cela exige une surveillance continue des pressions partielles réelles avec le temps et, pour une efficacité maximale, un traitement informatique en temps réel par l'ordinateur de décompression du plongeur.","This requires continuous monitoring of actual partial pressures over time and, for maximum efficiency, real-time computer processing by the diver's decompression computer.",This requires the divers to manually adjust the pressure levels during the dive for maximum safety.,hyp2
534,Sir Thomas Dutton (1er août 1421 -- 23 Septembre 1459) était un chevalier anglais du Moyen Âge. Il était le fils de Sir John Dutton et de Margaret Savage.,Sir Thomas Dutton was a Roman Emperor in the 15th century.,Sir Thomas Dutton was a medieval English knight who was the son of Sir John Dutton and Margaret Savage.,hyp1
535,"Naa Bolinaa Saaka est un diplomate ghanéen, membre du Nouveau parti patriotique du Ghana et actuellement ambassadeur du Ghana au Burkina Faso.","Naa Bolinaa Saaka is a Ghanaian diplomat, member of the New Patriotic Party of Ghana and currently the ambassador of Ghana to Burkina Faso.","Naa Bolinaa Saaka is a basketball player, known for his skills on the court and his sportsmanship.",hyp2
536,"La quatrième saison a été créée le 7 juin 2010. Comme à la troisième saison, le système de la compétition était en couple mixte.","The fourth season was created on June 7, 2010. Like the third season, the competition system was mixed.","The fourth season was created on January 7, 2010. Like the third season, the competition system was single.",hyp2
537,Le mouvement de libération nationale arménien était épuisé par six années de guerres et de conflits. L'armée et la population arméniennes n'étaient plus en mesure de résister activement.,The Armenian national liberation movement was exhausted by six years of war and conflicts. The Armenian army and population were no longer able to actively resist.,The Armenian national liberation movement was exhausted after six years of war and conflict. The Armenian army and population were no longer able to actively resist.,hyp2
538,"La société de gestion du groupe, HK Management Inc, n’a pas donné de raison initiale à l’annulation le 20 septembre, mais a invoqué des raisons logistiques dès le lendemain.","The management company of the group, HK Management Inc, did not initially give a reason for the cancellation on September 20, but cited logistical reasons the next day.","The management company of the group, HK Management Inc, did not initially give a reason for the cancellation on September 19, but cited logistical reasons the next day.",hyp2
539,Le shérif a interrogé le caissier.,The sheriff questioned the cashier.,The sheriff married the cashier.,hyp2
540,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.","Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.",None
541,Taylor est resté actif dans le baseball jusqu'à sa mort en tant que découvreur de talents pour les Atlanta Braves et les White Sox de Chicago et Milwaukee.,Taylor was a professional baseball player until his death and played for the Atlanta Braves and the Chicago and Milwaukee White Sox.,Taylor remained active in baseball until his death as a talent scout for the Atlanta Braves and the Chicago and Milwaukee White Sox.,hyp1
542,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.",The 35mm format is actually 36mm wide by 24mm high.,The 35mm format is actually 35mm wide by 35mm high.,hyp2
543,Le shérif a interrogé le caissier.,The sheriff has questioned the cashier.,The sheriff questioned the cashier.,hyp2
544,Votre passeport doit être valide pendant au moins six mois au-delà de vos dates de voyage. Un billet aller-retour est nécessaire pour prouver la durée de votre séjour.,Your passport must be valid for at least six months before your travel dates. A one-way ticket is necessary to prove the duration of your stay.,Your passport must be valid for at least six months beyond your travel dates. A return ticket is necessary to prove the duration of your stay.,hyp1
545,"Windsor est inclus à Augusta, dans le Maine, dans la région de New Micropolitanes, dans la ville de New England.","Windsor is included in Augusta, in Maine, in the New Metropolitan region, in the city of New England.","Windsor is included in Augusta, in Maine, in the New Metropolitan Region, in the city of New England.",hyp2
